date,mxn_close,score,wsum,band,s_vix,s_mxn,s_spx,s_carry,s_mxnvol,s_move,s_btc,s_curve,s_gold,r_vix,r_mxn,r_spx,r_carry,r_mxnvol,r_move,r_btc,r_curve,r_gold
2009-12-09,12.967,46,93,DEFENSIVE,21.585,18.788,61.184,62.571,33.349,59.697,,100.000,88.134,22.66000,0.98123,0.36724,4.38000,11.58094,90.00000,,2.69000,-1.96010
2009-12-10,12.9805,50,93,CONSTRUCTIVE,23.059,46.117,67.340,62.571,33.666,58.844,,100.000,38.193,22.32000,0.10411,0.58397,4.38000,11.52784,90.90000,,2.71000,0.47304
2009-12-11,12.935,54,93,CONSTRUCTIVE,26.454,62.808,61.215,62.571,33.868,55.866,,100.000,63.802,21.59000,-0.35053,0.36831,4.38000,11.49423,94.00000,,2.72000,-0.55965
2009-12-14,12.783,59,93,CONSTRUCTIVE,28.649,85.278,71.110,62.571,30.627,56.543,,100.000,41.183,21.15000,-1.17511,0.69594,4.38000,12.04755,93.30000,,2.69000,0.34840
2009-12-15,12.7121,50,93,CONSTRUCTIVE,26.943,69.830,33.463,62.429,34.688,53.139,,100.000,52.185,21.49000,-0.55464,-0.55470,4.37000,11.35861,96.80000,,2.72000,-0.08012
2009-12-16,12.7065,50,93,CONSTRUCTIVE,31.865,51.666,53.415,62.286,35.516,55.478,,100.000,23.367,20.54000,-0.04405,0.11282,4.36000,11.22300,94.40000,,2.76000,1.16714
2009-12-17,12.9601,36,93,DEFENSIVE,22.227,4.654,20.187,62.429,25.316,57.217,,100.000,92.792,22.51000,1.99583,-1.18106,4.37000,13.03230,92.60000,,2.73000,-2.52752
2009-12-18,12.8688,55,93,CONSTRUCTIVE,26.019,73.906,66.342,62.571,26.264,56.059,,100.000,40.386,21.68000,-0.70447,0.58299,4.38000,12.84764,93.80000,,2.73000,0.36140
2009-12-21,12.821,57,93,CONSTRUCTIVE,32.137,63.815,77.251,62.571,26.957,47.449,,100.000,80.243,20.49000,-0.37144,1.05038,4.38000,12.71531,102.60000,,2.80000,-1.38639
2009-12-22,12.953,46,93,DEFENSIVE,37.519,17.186,60.863,62.571,24.308,42.495,,100.000,70.423,19.54000,1.02956,0.35635,4.38000,13.23367,107.70000,,2.81000,-0.85814
2009-12-23,12.881,54,93,CONSTRUCTIVE,36.528,70.914,57.444,62.714,24.387,47.645,,100.000,32.672,19.71000,-0.55586,0.22987,4.39000,13.21767,102.40000,,2.81000,0.67220
2009-12-24,12.881,51,93,CONSTRUCTIVE,37.930,50.000,66.660,62.714,25.135,45.105,,100.000,27.288,19.47000,0.00000,0.52562,4.39000,13.06807,105.00000,,2.82000,0.98783
2009-12-28,12.9355,46,93,DEFENSIVE,35.263,34.253,53.796,62.571,25.517,42.015,,100.000,43.268,19.93000,0.42310,0.11541,4.38000,12.99282,108.20000,,2.76000,0.28077
2009-12-29,13.0775,42,93,DEFENSIVE,34.808,16.574,45.151,62.571,23.340,41.347,,100.000,71.943,20.01000,1.09775,-0.14011,4.38000,13.43249,108.90000,,2.73000,-0.92124
2009-12-30,13.07,50,93,CONSTRUCTIVE,35.092,52.175,50.729,62.714,23.326,45.689,,100.000,62.539,19.96000,-0.05735,0.01954,4.39000,13.43541,104.40000,,2.72000,-0.50137
2009-12-31,13.0576,42,93,DEFENSIVE,26.019,53.649,18.235,63.571,23.959,42.687,,100.000,41.423,21.68000,-0.09487,-1.00496,4.45000,13.30480,107.50000,,2.71000,0.33898
2010-01-04,12.911,60,93,CONSTRUCTIVE,34.638,84.622,91.648,62.571,21.878,43.747,,100.000,10.910,20.04000,-1.12272,1.60434,4.38000,13.74394,106.40000,,2.76000,2.05442
2010-01-05,12.816,56,93,CONSTRUCTIVE,38.639,75.354,62.020,62.571,23.436,47.547,,100.000,49.031,19.35000,-0.73581,0.31157,4.38000,13.41254,102.50000,,2.76000,0.03579
2010-01-06,12.742,52,93,CONSTRUCTIVE,39.771,70.590,52.122,62.571,22.552,43.264,,100.000,15.842,19.16000,-0.57740,0.05455,4.38000,13.59864,106.90000,,2.84000,1.59199
2010-01-07,12.759,52,93,CONSTRUCTIVE,40.372,44.923,66.044,62.857,22.543,45.689,,100.000,56.904,19.06000,0.13342,0.40012,4.40000,13.60061,104.40000,,2.82000,-0.24650
2010-01-08,12.7256,55,93,CONSTRUCTIVE,46.071,59.865,61.754,62.714,28.227,53.628,,100.000,37.715,18.13000,-0.26178,0.28817,4.39000,12.47833,96.30000,,2.87000,0.45009
2010-01-11,12.666,57,93,CONSTRUCTIVE,49.688,67.300,57.210,62.714,30.990,56.832,,100.000,22.721,17.55000,-0.46835,0.17468,4.39000,11.98405,93.00000,,2.90000,1.09823
2010-01-12,12.7155,47,93,DEFENSIVE,45.326,35.100,17.691,62.714,30.391,57.121,,100.000,88.605,18.25000,0.39081,-0.93812,4.39000,12.08900,92.70000,,2.82000,-1.89449
2010-01-13,12.762,54,93,CONSTRUCTIVE,47.814,36.005,78.745,62.714,30.029,54.408,,100.000,32.808,17.85000,0.36570,0.83259,4.39000,12.15300,95.50000,,2.83000,0.66436
2010-01-14,12.72,57,93,CONSTRUCTIVE,49.188,62.659,59.951,62.714,33.758,58.653,,100.000,34.709,17.63000,-0.32910,0.24264,4.39000,11.51255,91.10000,,2.82000,0.54558
2010-01-15,12.6845,51,93,CONSTRUCTIVE,47.440,60.639,14.508,62.571,34.494,59.886,,100.000,75.709,17.91000,-0.27909,-1.08231,4.38000,11.39055,89.80000,,2.81000,-1.09400
2010-01-19,12.65,62,93,CONSTRUCTIVE,49.500,60.513,88.877,62.429,34.273,61.665,,100.000,29.463,17.58000,-0.27199,1.24996,4.37000,11.42697,87.90000,,2.80000,0.84948
2010-01-20,12.77,45,93,DEFENSIVE,42.678,18.362,14.653,62.429,46.539,61.293,,100.000,92.110,18.68000,0.94862,-1.05978,4.37000,9.51687,88.30000,,2.76000,-2.40413
2010-01-21,12.7825,43,93,DEFENSIVE,23.281,46.159,4.291,62.571,48.368,62.036,,100.000,70.728,22.27000,0.09789,-1.89449,4.38000,9.24337,87.50000,,2.75000,-0.86309
2010-01-22,12.9295,33,93,DEFENSIVE,7.926,14.079,2.587,62.714,43.286,61.293,,100.000,77.205,27.31000,1.15001,-2.21410,4.39000,10.00714,88.30000,,2.78000,-1.22427
2010-01-25,12.9101,51,93,CONSTRUCTIVE,12.159,55.942,69.571,62.571,47.632,61.479,,100.000,37.016,25.41000,-0.15004,0.45981,4.38000,9.35334,88.10000,,2.80000,0.55086
2010-01-26,12.9525,43,93,DEFENSIVE,14.648,36.917,31.953,62.571,48.602,60.826,,100.000,43.700,24.55000,0.32843,-0.42032,4.38000,9.20853,88.80000,,2.78000,0.24654
2010-01-27,12.9275,56,93,CONSTRUCTIVE,19.623,57.963,73.108,62.571,48.390,63.140,,100.000,77.966,23.14000,-0.19301,0.48802,4.38000,9.24013,86.30000,,2.76000,-1.22962
2010-01-28,12.9293,42,93,DEFENSIVE,17.401,49.404,9.112,62.571,49.178,61.665,,100.000,51.991,23.73000,0.01392,-1.18177,4.38000,9.12250,87.90000,,2.81000,-0.07378
2010-01-29,13.0285,37,93,DEFENSIVE,14.430,21.671,12.864,62.571,52.130,63.140,,100.000,51.662,24.62000,0.76725,-0.98292,4.38000,8.68228,86.30000,,2.81000,-0.05537
2010-02-01,12.94,60,93,CONSTRUCTIVE,21.883,75.143,94.140,62.286,50.125,64.049,,100.000,8.609,22.59000,-0.67928,1.42661,4.36000,8.98134,85.30000,,2.82000,1.96676
2010-02-02,12.862,61,93,CONSTRUCTIVE,26.993,72.976,91.028,62.286,48.752,65.483,,100.000,19.389,21.48000,-0.60278,1.29729,4.36000,9.18612,83.70000,,2.81000,1.18627
2010-02-03,12.97,43,93,DEFENSIVE,26.405,21.117,29.700,62.429,50.920,59.697,,100.000,64.107,21.60000,0.83968,-0.54743,4.37000,8.86285,90.00000,,2.85000,-0.53696
2010-02-04,13.089,36,93,DEFENSIVE,10.480,19.455,0.604,62.286,50.476,58.844,,100.000,98.915,26.08000,0.91750,-3.11407,4.36000,8.92909,90.90000,,2.82000,-4.40885
2010-02-05,13.194,45,93,DEFENSIVE,10.410,22.626,61.652,62.429,50.768,60.545,,100.000,72.738,26.11000,0.80220,0.28971,4.37000,8.88543,89.10000,,2.82000,-0.96010
2010-02-08,13.1436,44,93,DEFENSIVE,9.513,64.233,19.765,62.429,49.413,61.572,,100.000,22.083,26.51000,-0.38199,-0.88633,4.37000,9.08751,88.00000,,2.83000,1.28303
2010-02-09,13.068,56,93,CONSTRUCTIVE,10.669,70.356,87.010,62.429,47.820,61.479,,100.000,27.367,26.00000,-0.57518,1.30401,4.37000,9.32518,88.10000,,2.83000,1.03219
2010-02-10,13.052,47,93,DEFENSIVE,12.185,54.801,40.954,62.571,49.188,59.508,,100.000,52.003,25.40000,-0.12244,-0.22326,4.38000,9.12114,90.20000,,2.81000,-0.08358
2010-02-11,13.0415,52,93,CONSTRUCTIVE,16.590,53.120,80.406,62.571,49.283,60.451,,100.000,17.084,23.96000,-0.08045,0.96804,4.38000,9.10695,89.20000,,2.82000,1.71035
2010-02-12,12.982,52,93,CONSTRUCTIVE,21.291,67.181,39.321,62.571,48.166,62.497,,100.000,60.028,22.73000,-0.45624,-0.27446,4.38000,9.27360,87.00000,,2.85000,-0.42953
2010-02-16,12.851,61,93,CONSTRUCTIVE,23.371,83.526,93.247,62.429,43.792,63.868,,100.000,7.404,22.25000,-1.00909,1.80007,4.37000,9.93029,85.50000,,2.84000,2.73520
2010-02-17,12.8771,51,93,CONSTRUCTIVE,25.827,42.012,64.978,62.571,44.199,63.505,,100.000,49.603,21.72000,0.20310,0.42380,4.38000,9.86883,85.90000,,2.87000,0.01786
2010-02-18,12.8455,57,93,CONSTRUCTIVE,31.378,60.053,72.774,62.571,44.274,62.313,,100.000,52.972,20.63000,-0.24540,0.65847,4.38000,9.85752,87.20000,,2.89000,-0.13399
2010-02-19,12.8235,55,93,CONSTRUCTIVE,34.751,57.438,58.520,62.429,47.604,64.410,,100.000,43.482,20.02000,-0.17127,0.21866,4.37000,9.35751,84.90000,,2.83000,0.29517
2010-02-22,12.7987,55,93,CONSTRUCTIVE,35.206,58.478,45.787,62.571,47.440,67.496,,100.000,65.764,19.94000,-0.19339,-0.10459,4.38000,9.38194,81.40000,,2.89000,-0.77589
2010-02-23,12.8535,44,93,DEFENSIVE,27.538,32.751,12.955,62.571,52.862,65.306,,100.000,67.785,21.37000,0.42817,-1.21028,4.38000,8.57288,83.90000,,2.82000,-0.88981
2010-02-24,12.85,59,93,CONSTRUCTIVE,33.348,51.246,81.554,62.714,52.940,65.926,,100.000,62.141,20.27000,-0.02723,0.97205,4.39000,8.56116,83.20000,,2.83000,-0.56225
2010-02-25,12.8535,51,93,CONSTRUCTIVE,34.299,48.697,41.884,62.571,53.553,66.803,,100.000,28.997,20.10000,0.02724,-0.20810,4.38000,8.46943,82.20000,,2.82000,1.03056
2010-02-26,12.7575,60,93,CONSTRUCTIVE,37.754,79.689,55.565,62.429,51.274,67.668,,100.000,31.165,19.50000,-0.74688,0.14054,4.37000,8.80996,81.20000,,2.80000,0.94782
2010-03-01,12.7411,61,93,CONSTRUCTIVE,39.174,55.957,83.421,62.286,51.285,69.196,,100.000,50.979,19.26000,-0.12855,1.01585,4.36000,8.80840,79.40000,,2.81000,-0.04471
2010-03-02,12.7176,57,93,CONSTRUCTIVE,40.372,59.555,59.069,62.286,54.871,70.027,,100.000,18.296,19.06000,-0.18444,0.23304,4.36000,8.27146,78.40000,,2.82000,1.70871
2010-03-03,12.6865,58,93,CONSTRUCTIVE,41.763,63.422,51.733,62.143,56.467,69.613,,100.000,39.013,18.83000,-0.24454,0.04292,4.35000,8.03047,78.90000,,2.81000,0.51015
2010-03-04,12.7175,57,93,CONSTRUCTIVE,42.434,37.342,64.646,62.000,57.405,71.888,,100.000,68.440,18.72000,0.24435,0.37361,4.34000,7.88773,76.10000,,2.75000,-0.88387
2010-03-05,12.6585,69,93,RISK-ON,50.500,73.311,90.562,61.857,61.206,69.613,,100.000,45.790,17.42000,-0.46393,1.40075,4.33000,7.30043,78.90000,,2.78000,0.19425
2010-03-08,12.665,59,93,CONSTRUCTIVE,48.188,47.156,49.272,62.143,67.320,70.682,,100.000,70.217,17.79000,0.05135,-0.01756,4.35000,6.30629,77.60000,,2.82000,-0.98696
2010-03-09,12.6275,63,93,CONSTRUCTIVE,47.377,66.482,57.156,62.286,73.144,71.729,,100.000,53.245,17.92000,-0.29609,0.17127,4.36000,5.26555,76.30000,,2.82000,-0.14240
2010-03-10,12.5951,65,93,CONSTRUCTIVE,43.352,65.380,68.167,62.286,73.324,72.047,,100.000,75.182,18.57000,-0.25658,0.45246,4.36000,5.23122,75.90000,,2.81000,-1.26559
2010-03-11,12.6125,60,93,CONSTRUCTIVE,46.506,42.079,66.377,62.143,73.625,72.284,,100.000,49.608,18.06000,0.13815,0.40415,4.35000,5.17379,75.60000,,2.76000,0.01805
2010-03-12,12.5457,65,93,CONSTRUCTIVE,49.500,77.294,49.022,61.857,72.863,71.650,,100.000,62.569,17.58000,-0.52963,-0.02173,4.33000,5.31857,76.40000,,2.74000,-0.58664
2010-03-15,12.564,57,93,CONSTRUCTIVE,46.879,41.077,52.119,61.429,72.254,70.926,,100.000,42.947,18.00000,0.14587,0.04522,4.30000,5.43263,77.30000,,2.75000,0.32682
2010-03-16,12.5201,66,93,CONSTRUCTIVE,48.813,70.290,79.118,61.429,72.559,71.249,,100.000,20.675,17.69000,-0.34941,0.77791,4.30000,5.37573,76.90000,,2.73000,1.54737
2010-03-17,12.4825,68,93,RISK-ON,53.681,67.912,74.683,61.714,77.129,73.449,,100.000,46.346,16.91000,-0.30032,0.58217,4.32000,4.46903,74.10000,,2.70000,0.16040
2010-03-18,12.471,62,93,CONSTRUCTIVE,55.478,56.180,48.483,61.714,77.925,72.047,,100.000,43.140,16.62000,-0.09213,-0.03258,4.32000,4.29883,75.90000,,2.70000,0.30249
2010-03-19,12.56,51,93,CONSTRUCTIVE,53.308,12.138,27.787,61.714,73.376,69.196,,100.000,83.473,16.97000,0.71366,-0.50864,4.32000,5.22141,79.40000,,2.68000,-1.77399
2010-03-22,12.6135,59,93,CONSTRUCTIVE,53.929,23.480,72.247,61.714,71.734,69.944,,100.000,66.713,16.87000,0.42596,0.50953,4.32000,5.52882,78.50000,,2.66000,-0.73144
2010-03-23,12.527,72,93,RISK-ON,57.138,87.012,78.419,61.857,69.624,69.862,,100.000,41.020,16.35000,-0.68577,0.71710,4.33000,5.90836,78.60000,,2.67000,0.38206
2010-03-24,12.537,55,93,CONSTRUCTIVE,49.688,44.487,27.857,61.857,71.171,59.602,,100.000,78.555,17.55000,0.07983,-0.54933,4.33000,5.63166,90.10000,,2.76000,-1.35025
2010-03-25,12.49,60,93,CONSTRUCTIVE,44.399,73.324,42.673,61.857,70.852,60.169,,100.000,41.044,18.40000,-0.37489,-0.17042,4.33000,5.68949,89.50000,,2.81000,0.37663
2010-03-26,12.5407,52,93,CONSTRUCTIVE,48.313,25.071,53.190,61.857,69.276,62.128,,100.000,26.888,17.77000,0.40592,0.07377,4.33000,5.96956,87.40000,,2.82000,1.05244
2010-03-29,12.4615,67,93,CONSTRUCTIVE,49.438,82.873,72.241,62.000,70.079,62.405,,100.000,37.320,17.59000,-0.63154,0.56832,4.34000,5.82780,87.10000,,2.84000,0.55245
2010-03-30,12.4125,64,93,CONSTRUCTIVE,52.311,73.341,50.192,62.000,69.619,63.231,,100.000,62.164,17.13000,-0.39321,0.00427,4.34000,5.90934,86.20000,,2.82000,-0.52239
2010-03-31,12.3005,63,93,CONSTRUCTIVE,49.438,91.070,35.366,63.000,66.188,64.049,,100.000,31.569,17.59000,-0.90232,-0.32729,4.41000,6.49643,85.30000,,2.82000,0.79675
2010-04-01,12.2995,61,93,CONSTRUCTIVE,50.187,50.511,78.317,61.857,66.117,59.886,,100.000,26.996,17.47000,-0.00813,0.74138,4.33000,6.50829,89.80000,,2.84000,1.05991
2010-04-02,12.2873,59,93,CONSTRUCTIVE,50.187,56.942,50.000,61.429,67.030,59.886,,100.000,50.000,17.47000,-0.09919,0.00000,4.30000,6.35527,89.80000,,2.85000,0.00000
2010-04-05,12.2725,64,93,CONSTRUCTIVE,52.996,58.902,77.920,61.429,67.587,59.602,,100.000,33.162,17.02000,-0.12045,0.79280,4.30000,6.26101,90.10000,,2.83000,0.69328
2010-04-06,12.2444,64,93,CONSTRUCTIVE,57.871,66.467,56.658,61.429,67.801,61.013,,100.000,45.108,16.23000,-0.22897,0.16843,4.30000,6.22452,88.60000,,2.84000,0.19419
2010-04-07,12.229,55,93,CONSTRUCTIVE,55.478,59.179,29.222,61.571,67.912,57.601,,100.000,17.771,16.62000,-0.12577,-0.58767,4.31000,6.20552,92.20000,,2.83000,1.51529
2010-04-08,12.2355,60,93,CONSTRUCTIVE,56.341,45.839,63.105,61.571,67.755,59.413,,100.000,50.233,16.48000,0.05315,0.33743,4.31000,6.23236,90.30000,,2.82000,-0.00869
2010-04-09,12.188,68,93,RISK-ON,58.419,77.179,74.328,61.571,67.909,59.886,,100.000,30.488,16.14000,-0.38821,0.66839,4.31000,6.20612,89.80000,,2.82000,0.77244
2010-04-12,12.1685,64,93,CONSTRUCTIVE,61.775,62.297,56.979,61.571,68.753,61.386,,100.000,48.938,15.58000,-0.15999,0.17666,4.31000,6.06075,88.20000,,2.80000,0.04306
2010-04-13,12.1876,59,93,CONSTRUCTIVE,58.054,38.617,52.965,61.429,68.713,62.773,,100.000,67.863,16.20000,0.15696,0.06854,4.30000,6.06757,86.70000,,2.77000,-0.75757
2010-04-14,12.1901,66,93,CONSTRUCTIVE,61.716,48.504,87.341,61.429,68.843,64.049,,100.000,36.166,15.59000,0.02051,1.11501,4.30000,6.04508,85.30000,,2.81000,0.53782
2010-04-15,12.198,60,93,CONSTRUCTIVE,59.929,44.967,53.847,61.143,68.843,65.306,,100.000,48.250,15.89000,0.06481,0.08425,4.28000,6.04506,83.90000,,2.82000,0.06039
2010-04-16,12.2698,45,93,DEFENSIVE,44.646,15.225,4.967,61.286,66.100,66.190,,100.000,91.208,18.36000,0.58862,-1.61265,4.29000,6.51106,82.90000,,2.81000,-2.01775
2010-04-19,12.3347,56,93,CONSTRUCTIVE,51.000,17.610,70.005,61.429,67.622,66.716,,100.000,52.865,17.34000,0.52894,0.45213,4.30000,6.25498,82.30000,,2.82000,-0.09681
2010-04-20,12.222,74,93,RISK-ON,60.885,93.128,81.527,61.429,65.638,70.109,,100.000,41.220,15.73000,-0.91368,0.80583,4.30000,6.58764,78.30000,,2.77000,0.29951
2010-04-21,12.1797,63,93,CONSTRUCTIVE,57.322,73.534,45.239,61.429,67.124,68.775,,100.000,27.339,16.32000,-0.34610,-0.10190,4.30000,6.33945,79.90000,,2.74000,0.84314
2010-04-22,12.2636,55,93,CONSTRUCTIVE,56.402,12.291,60.453,61.429,63.591,68.606,,100.000,64.768,16.47000,0.68885,0.22639,4.30000,6.92144,80.10000,,2.73000,-0.51384
2010-04-23,12.2016,68,93,RISK-ON,55.478,80.616,79.209,61.429,63.100,64.140,,100.000,25.901,16.62000,-0.50556,0.71235,4.30000,7.00023,85.20000,,2.74000,0.94545
2010-04-26,12.1556,60,93,CONSTRUCTIVE,50.187,76.159,30.859,61.429,64.372,66.102,,100.000,49.036,17.47000,-0.37700,-0.42964,4.30000,6.79520,83.00000,,2.74000,0.03469
2010-04-27,12.2684,33,93,DEFENSIVE,20.957,6.482,1.233,61.429,59.889,60.732,,100.000,30.883,22.81000,0.92797,-2.33819,4.30000,7.50589,88.90000,,2.68000,0.71088
2010-04-28,12.4135,46,93,DEFENSIVE,29.008,3.311,77.056,61.429,52.885,62.313,,100.000,28.161,21.08000,1.18271,0.64628,4.30000,8.56943,87.20000,,2.77000,0.82638
2010-04-29,12.2335,71,93,RISK-ON,44.152,98.480,91.911,61.571,46.911,65.838,,100.000,57.046,18.44000,-1.45003,1.29432,4.31000,9.46117,83.30000,,2.75000,-0.24759
2010-04-30,12.2281,42,93,DEFENSIVE,24.278,53.240,4.205,61.429,46.910,63.868,,100.000,23.661,22.05000,-0.04414,-1.66477,4.30000,9.46121,85.50000,,2.72000,1.00137
2010-05-03,12.2656,55,93,CONSTRUCTIVE,33.794,28.870,91.334,61.429,46.478,65.572,,100.000,43.374,20.19000,0.30667,1.31206,4.30000,9.52591,83.60000,,2.72000,0.22032
2010-05-04,12.4165,32,93,RISK-OFF,17.009,2.809,1.367,61.286,40.531,60.919,,100.000,80.886,23.84000,1.23027,-2.38385,4.29000,10.42902,88.70000,,2.67000,-1.19219
2010-05-05,12.627,31,93,RISK-OFF,13.558,0.751,22.909,61.286,32.040,54.116,,100.000,34.664,24.91000,1.69532,-0.65866,4.29000,11.80263,95.80000,,2.70000,0.51343
2010-05-06,12.8531,21,93,RISK-OFF,2.135,0.672,0.367,61.429,25.267,34.162,,100.000,9.134,32.80000,1.79061,-3.23535,4.30000,13.04187,116.70000,,2.66000,1.89852
2010-05-07,12.8328,34,93,DEFENSIVE,0.284,60.951,6.588,61.429,24.972,37.872,,100.000,21.009,40.95000,-0.15794,-1.53083,4.30000,13.10045,112.60000,,2.62000,1.09449
2010-05-10,12.5125,60,93,CONSTRUCTIVE,5.546,99.912,99.940,61.429,13.090,45.689,,100.000,72.182,28.84000,-2.49595,4.39741,4.30000,16.05593,104.40000,,2.70000,-0.79339
2010-05-11,12.5025,39,93,DEFENSIVE,6.268,55.669,36.188,61.429,13.138,53.139,,100.000,12.430,28.32000,-0.07992,-0.33973,4.30000,16.04009,96.80000,,2.71000,1.62446
2010-05-12,12.4381,54,93,CONSTRUCTIVE,11.868,81.514,89.212,61.429,12.668,56.639,,100.000,9.886,25.52000,-0.51510,1.37395,4.30000,16.19611,93.20000,,2.67000,1.86900
2010-05-13,12.358,46,93,DEFENSIVE,9.154,86.002,13.574,61.429,12.073,60.169,,100.000,77.261,26.68000,-0.64399,-1.21451,4.30000,16.40047,89.50000,,2.68000,-1.11852
2010-05-14,12.582,24,93,RISK-OFF,3.122,0.645,5.844,61.429,9.331,50.196,,100.000,53.111,31.24000,1.81259,-1.88000,4.30000,17.47548,99.80000,,2.65000,-0.11393
2010-05-17,12.7223,33,93,DEFENSIVE,3.439,5.299,54.164,61.286,8.760,53.334,,100.000,49.292,30.84000,1.11509,0.11094,4.29000,17.73391,96.60000,,2.66000,0.02444
2010-05-18,12.597,44,93,DEFENSIVE,1.777,93.576,10.561,61.286,7.951,52.747,,100.000,77.976,33.55000,-0.98488,-1.41959,4.29000,18.12801,97.20000,,2.62000,-1.09146
2010-05-19,12.9305,29,93,RISK-OFF,1.149,0.092,32.030,61.429,5.322,51.865,,100.000,88.795,35.32000,2.64746,-0.51303,4.30000,19.72958,98.10000,,2.56000,-1.78704
2010-05-20,13.1207,22,93,RISK-OFF,0.085,3.156,0.461,61.429,4.956,39.455,,100.000,61.557,45.79000,1.47094,-3.89759,4.30000,20.00971,110.90000,,2.49000,-0.40248
2010-05-21,12.9701,55,93,CONSTRUCTIVE,0.351,93.534,87.990,61.429,4.224,41.538,,100.000,76.268,40.10000,-1.14780,1.50244,4.30000,20.63411,108.70000,,2.44000,-1.01870
2010-05-24,12.9524,33,93,DEFENSIVE,0.546,57.875,15.997,61.286,4.375,43.072,,100.000,14.965,38.32000,-0.13647,-1.29080,4.29000,20.49732,107.10000,,2.46000,1.53952
2010-05-25,13.1398,29,93,RISK-OFF,1.369,4.604,51.137,61.286,4.132,37.779,,100.000,40.325,34.61000,1.44684,0.03539,4.29000,20.71901,112.70000,,2.37000,0.33506
2010-05-26,12.987,42,93,DEFENSIVE,1.237,90.372,32.702,61.429,3.576,40.398,,100.000,18.842,35.02000,-1.16288,-0.56610,4.30000,21.28005,109.90000,,2.39000,1.29404
2010-05-27,12.8532,54,93,CONSTRUCTIVE,4.543,87.086,98.416,61.429,3.398,38.894,,100.000,53.369,29.68000,-1.03026,3.28762,4.30000,21.47707,111.50000,,2.47000,-0.11539
2010-05-28,12.8633,33,93,DEFENSIVE,2.552,46.417,17.714,61.571,4.198,38.335,,100.000,49.291,32.07000,0.07858,-1.23747,4.31000,20.65725,112.10000,,2.55000,0.02475
2010-06-01,12.9195,27,93,RISK-OFF,1.088,31.395,10.990,61.429,4.218,40.020,,100.000,22.866,35.54000,0.43690,-1.71653,4.30000,20.63892,110.30000,,2.51000,1.03944
2010-06-02,12.8388,52,93,CONSTRUCTIVE,4.041,74.765,95.715,61.429,3.976,44.911,,100.000,59.896,30.17000,-0.62464,2.58427,4.30000,20.86910,105.20000,,2.53000,-0.34292
2010-06-03,12.7534,48,93,DEFENSIVE,4.788,74.174,61.940,61.571,4.097,45.787,,100.000,76.472,29.46000,-0.66517,0.40514,4.31000,20.75234,104.30000,,2.57000,-1.00770
2010-06-04,12.8825,24,93,RISK-OFF,1.104,18.724,1.687,61.571,4.680,43.747,,100.000,31.228,35.48000,1.01228,-3.44114,4.31000,20.23395,106.40000,,2.48000,0.65380
2010-06-07,12.8934,31,93,RISK-OFF,0.843,46.878,17.589,61.571,5.960,44.037,,100.000,8.500,36.57000,0.08461,-1.35321,4.31000,19.28192,106.10000,,2.43000,1.89937
2010-06-08,12.906,42,93,DEFENSIVE,1.712,46.395,77.360,61.571,5.975,41.538,,100.000,38.356,33.70000,0.09772,1.09761,4.31000,19.27220,108.70000,,2.44000,0.37924
2010-06-09,12.8002,44,93,DEFENSIVE,2.988,76.412,33.975,61.714,9.807,43.554,,100.000,81.825,33.73000,-0.81977,-0.59417,4.32000,17.27034,106.60000,,2.46000,-1.24598
2010-06-10,12.7335,54,93,CONSTRUCTIVE,10.231,67.856,96.059,61.714,12.857,46.763,,100.000,67.723,30.57000,-0.52109,2.95068,4.32000,17.39986,103.30000,,2.54000,-0.62678
2010-06-11,12.6755,48,93,DEFENSIVE,17.283,65.671,62.018,61.714,15.153,44.231,,100.000,31.335,28.79000,-0.45549,0.43797,4.32000,17.37482,105.90000,,2.49000,0.66350
2010-06-14,12.5962,49,93,DEFENSIVE,20.895,71.094,44.966,61.714,15.111,47.155,,100.000,63.153,28.58000,-0.62562,-0.18047,4.32000,17.36508,102.90000,,2.51000,-0.45569
2010-06-15,12.5777,54,93,CONSTRUCTIVE,28.565,55.405,92.915,61.571,21.157,50.393,,100.000,26.649,25.87000,-0.14687,2.34942,4.31000,16.21381,99.60000,,2.53000,0.80928
2010-06-16,12.5858,48,93,DEFENSIVE,28.981,47.437,48.496,61.571,27.263,53.921,,100.000,59.432,25.92000,0.06440,-0.05559,4.31000,15.70663,96.00000,,2.52000,-0.31624
2010-06-17,12.5842,48,93,DEFENSIVE,32.172,50.506,53.520,61.571,31.359,54.700,,100.000,13.561,25.05000,-0.01271,0.12830,4.31000,15.33153,95.20000,,2.49000,1.48051
2010-06-18,12.543,53,93,CONSTRUCTIVE,34.588,62.753,53.652,61.714,40.976,55.478,,100.000,27.432,23.95000,-0.32739,0.13171,4.32000,11.94783,94.40000,,2.50000,0.77755
2010-06-21,12.4555,57,93,CONSTRUCTIVE,32.539,75.241,39.556,61.857,45.250,61.758,,100.000,84.302,24.88000,-0.69760,-0.38568,4.33000,10.53726,87.80000,,2.52000,-1.39198
2010-06-22,12.5179,42,93,DEFENSIVE,28.768,31.040,15.625,61.714,45.943,63.505,,100.000,49.539,27.05000,0.50098,-1.60707,4.32000,10.30338,85.90000,,2.47000,0.01614
2010-06-23,12.6452,45,93,DEFENSIVE,29.309,19.442,42.254,61.857,43.357,64.140,,100.000,63.084,26.91000,1.01694,-0.29855,4.33000,11.09084,85.20000,,2.47000,-0.46778
