date,mxn_close,score,wsum,band,s_vix,s_mxn,s_spx,s_carry,s_mxnvol,s_move,s_btc,s_curve,s_gold,r_vix,r_mxn,r_spx,r_carry,r_mxnvol,r_move,r_btc,r_curve,r_gold
2016-06-27,19.152,27,100,RISK-OFF,16.974,15.944,1.687,47.714,8.399,67.350,21.399,90.000,41.958,23.85000,1.57787,-1.80965,3.34000,17.90553,81.57000,-1.50669,0.85000,0.18939
2016-06-28,18.91,60,100,CONSTRUCTIVE,42.250,79.664,97.515,47.714,7.115,69.804,26.451,90.000,70.082,18.75000,-1.26358,1.77702,3.34000,18.57597,78.67000,-1.26268,0.85000,-0.54442
2016-06-29,18.5355,63,100,CONSTRUCTIVE,55.354,89.945,96.899,47.714,5.018,75.173,29.927,92.000,26.458,16.64000,-1.98043,1.70327,3.34000,19.96086,71.80000,-1.09907,0.88000,0.65384
2016-06-30,18.4935,65,100,CONSTRUCTIVE,61.479,56.235,93.942,56.429,5.204,74.552,98.262,94.000,66.294,15.63000,-0.22659,1.35650,3.95000,19.81800,72.64000,5.22699,0.91000,-0.41544
2016-07-01,18.393,57,100,CONSTRUCTIVE,66.430,65.031,60.004,54.857,5.192,73.257,58.401,91.333,9.449,14.77000,-0.54343,0.19486,3.84000,19.82666,74.35000,0.43946,0.87000,1.38804
2016-07-05,18.7805,37,100,DEFENSIVE,61.775,8.593,20.040,55.000,3.661,70.257,35.732,87.333,8.320,15.58000,2.10678,-0.68475,3.85000,21.18848,78.12000,-0.83824,0.81000,1.47378
2016-07-06,18.7535,57,100,CONSTRUCTIVE,65.362,54.068,72.982,55.000,3.651,71.896,66.820,86.667,26.496,14.96000,-0.14377,0.53530,3.85000,21.19898,76.09000,0.99966,0.80000,0.62666
2016-07-07,18.8785,47,100,DEFENSIVE,66.485,32.222,45.608,55.000,3.865,71.385,3.413,88.000,64.308,14.76000,0.66654,-0.08716,3.85000,20.97838,76.73000,-5.42851,0.82000,-0.35168
2016-07-08,18.5615,72,100,RISK-ON,74.555,86.452,95.617,55.000,3.874,74.797,91.969,84.000,61.146,13.20000,-1.67916,1.52533,3.85000,20.96997,72.31000,4.05285,0.76000,-0.25733
2016-07-11,18.4915,57,100,CONSTRUCTIVE,72.909,60.365,66.159,55.000,4.008,76.624,15.795,84.667,55.598,13.54000,-0.37712,0.34086,3.85000,20.83791,69.78000,-2.83021,0.77000,-0.11794
2016-07-12,18.2935,69,100,RISK-ON,72.859,77.111,78.166,55.000,4.174,75.443,81.086,89.333,94.982,13.55000,-1.07076,0.70093,3.85000,20.68029,71.43000,2.60817,0.84000,-1.54244
2016-07-13,18.402,50,100,CONSTRUCTIVE,75.306,34.037,50.663,55.000,4.977,75.283,31.624,86.667,25.043,13.04000,0.59311,0.01348,3.85000,19.99318,71.65000,-1.51727,0.80000,0.62215
2016-07-14,18.324,64,100,CONSTRUCTIVE,76.315,61.728,72.637,55.000,5.358,73.860,56.963,90.000,82.191,12.82000,-0.42387,0.52592,3.85000,19.70307,73.56000,0.55159,0.85000,-0.82688
2016-07-15,18.519,52,100,CONSTRUCTIVE,76.986,23.376,45.700,55.000,4.878,72.932,59.864,92.667,66.453,12.67000,1.06418,-0.09289,3.85000,20.07152,74.77000,0.78669,0.89000,-0.36055
2016-07-18,18.48,60,100,CONSTRUCTIVE,77.989,55.910,61.504,55.000,5.105,74.343,68.795,94.000,43.415,12.44000,-0.21059,0.23823,3.85000,19.89284,72.92000,1.48525,0.91000,0.14324
2016-07-19,18.5355,54,100,CONSTRUCTIVE,79.939,41.613,42.990,55.000,5.172,76.092,49.522,90.667,39.057,11.97000,0.30032,-0.14352,3.85000,19.84205,70.53000,-0.03595,0.86000,0.23336
2016-07-20,18.582,60,100,CONSTRUCTIVE,80.729,42.741,69.242,55.000,5.562,76.014,35.860,90.667,87.277,11.77000,0.25087,0.42703,3.85000,19.55559,70.64000,-1.06693,0.86000,-0.95381
2016-07-21,18.615,51,100,CONSTRUCTIVE,76.674,44.674,33.657,55.000,5.547,75.129,48.583,91.333,16.235,12.74000,0.17759,-0.36125,3.85000,19.56595,71.86000,-0.10109,0.87000,0.88717
2016-07-22,18.614,59,100,CONSTRUCTIVE,79.738,50.162,69.582,55.000,5.763,76.533,22.902,90.667,74.540,12.02000,-0.00537,0.45540,3.85000,19.41533,69.91000,-2.16432,0.86000,-0.55618
2016-07-25,18.756,51,100,CONSTRUCTIVE,76.088,26.814,36.194,55.000,6.390,77.341,57.439,90.667,64.056,12.87000,0.76287,-0.30115,3.85000,19.00540,68.75000,0.53456,0.86000,-0.28720
2016-07-26,18.7902,55,100,CONSTRUCTIVE,75.259,43.941,51.587,55.000,13.815,77.334,44.878,88.000,44.444,13.05000,0.18234,0.03228,3.85000,15.82373,68.76000,-0.35362,0.82000,0.10611
2016-07-27,18.8715,53,100,CONSTRUCTIVE,76.269,35.941,44.019,55.000,17.262,78.761,56.157,86.000,28.098,12.83000,0.43267,-0.11985,3.85000,14.84115,66.64000,0.39399,0.79000,0.44673
2016-07-28,18.9085,57,100,CONSTRUCTIVE,76.763,43.451,58.111,55.000,19.838,78.741,51.666,86.667,28.869,12.72000,0.19606,0.16062,3.85000,14.20487,66.67000,0.10438,0.80000,0.42968
2016-07-29,18.761,63,100,CONSTRUCTIVE,80.337,73.872,58.976,56.429,27.507,80.351,54.756,86.000,7.374,11.87000,-0.78007,0.16313,3.95000,12.61183,64.15000,0.29877,0.79000,1.25347
2016-08-01,18.8325,52,100,CONSTRUCTIVE,77.989,37.572,42.983,55.000,27.500,80.647,1.111,89.333,41.601,12.44000,0.38111,-0.12698,3.85000,12.61316,63.67000,-7.72004,0.84000,0.17791
2016-08-02,18.915,46,100,DEFENSIVE,73.740,35.440,21.478,55.000,28.383,77.955,0.354,92.000,13.776,13.37000,0.43807,-0.63616,3.85000,12.44975,67.85000,-9.69976,0.88000,0.96197
2016-08-03,18.9005,67,100,CONSTRUCTIVE,76.133,52.500,65.611,55.000,42.103,77.995,86.168,92.000,76.130,12.86000,-0.07666,0.31339,3.85000,10.18738,67.79000,3.45044,0.88000,-0.60833
2016-08-04,18.845,64,100,CONSTRUCTIVE,78.074,60.182,51.221,55.000,41.804,78.457,74.657,91.333,40.853,12.42000,-0.29364,0.02126,3.85000,10.23315,67.10000,2.10716,0.87000,0.19911
2016-08-05,18.8685,68,100,RISK-ON,82.164,45.464,85.794,55.000,43.503,78.794,42.615,91.333,95.863,11.39000,0.12470,0.86035,3.85000,9.97411,66.59000,-0.56131,0.87000,-1.64852
2016-08-08,18.5785,71,100,RISK-ON,81.757,89.677,45.274,55.000,45.449,79.500,80.317,90.000,60.539,11.50000,-1.53695,-0.09072,3.85000,9.68041,65.50000,2.78431,0.85000,-0.22448
2016-08-09,18.38,66,100,CONSTRUCTIVE,81.153,81.800,52.274,55.000,41.358,80.258,43.095,89.333,32.170,11.66000,-1.06844,0.03898,3.85000,10.30156,64.30000,-0.55037,0.84000,0.41998
2016-08-10,18.351,59,100,CONSTRUCTIVE,79.617,55.526,33.680,55.000,46.003,80.849,58.857,87.333,33.113,12.05000,-0.15778,-0.28647,3.85000,9.59717,63.34000,0.73188,0.81000,0.39582
2016-08-11,18.264,68,100,RISK-ON,81.077,66.080,75.127,55.000,46.644,79.635,43.869,87.333,55.630,11.68000,-0.47409,0.47346,3.85000,9.50109,65.29000,-0.50380,0.81000,-0.13390
2016-08-12,18.25,62,100,CONSTRUCTIVE,81.570,52.670,45.367,55.000,47.378,80.214,46.764,86.667,69.583,11.55000,-0.07665,-0.07960,3.85000,9.39720,64.37000,-0.26497,0.80000,-0.49907
2016-08-15,18.045,67,100,CONSTRUCTIVE,80.573,82.726,66.333,55.000,48.275,80.586,15.554,88.667,35.472,11.81000,-1.12329,0.27929,3.85000,9.27878,63.77000,-3.45821,0.83000,0.33688
2016-08-16,17.975,58,100,CONSTRUCTIVE,77.118,63.413,18.545,55.000,48.075,80.647,70.674,87.333,19.880,12.64000,-0.38792,-0.54791,3.85000,9.32041,63.67000,1.79801,0.81000,0.76102
2016-08-17,18.2765,55,100,CONSTRUCTIVE,79.043,8.487,61.236,55.000,37.294,80.727,41.066,88.000,72.724,12.19000,1.67733,0.18686,3.85000,11.16079,63.54000,-0.73134,0.82000,-0.57757
2016-08-18,18.0575,68,100,RISK-ON,82.017,84.169,63.399,55.000,34.003,80.660,52.405,88.000,27.152,11.43000,-1.19826,0.21996,3.85000,11.75761,63.65000,0.19225,0.82000,0.63305
2016-08-19,18.2525,55,100,CONSTRUCTIVE,82.346,19.282,39.691,55.000,30.354,79.932,52.926,88.000,77.662,11.34000,1.07988,-0.14403,3.85000,12.45342,64.82000,0.22845,0.82000,-0.79928
2016-08-22,18.3165,58,100,CONSTRUCTIVE,78.709,38.583,45.918,55.000,29.891,77.941,71.846,86.000,57.787,12.27000,0.35064,-0.05633,3.85000,12.54487,67.87000,1.93232,0.79000,-0.20144
2016-08-23,18.373,59,100,CONSTRUCTIVE,78.245,40.066,64.017,55.000,31.354,78.774,42.666,87.333,41.270,12.38000,0.30847,0.19518,3.85000,12.25855,66.62000,-0.56890,0.81000,0.21679
2016-08-24,18.4955,51,100,CONSTRUCTIVE,73.351,31.276,17.914,55.000,30.072,78.846,42.421,86.667,86.273,13.45000,0.66674,-0.52403,3.85000,12.50910,66.51000,-0.55415,0.80000,-1.20841
2016-08-25,18.4385,58,100,CONSTRUCTIVE,72.462,59.925,40.982,55.000,30.652,76.918,43.988,86.667,62.102,13.63000,-0.30818,-0.13652,3.85000,12.39502,69.36000,-0.41729,0.80000,-0.32468
2016-08-26,18.295,60,100,CONSTRUCTIVE,72.362,72.679,39.921,55.000,29.319,75.581,54.722,85.333,46.005,13.65000,-0.77826,-0.15788,3.85000,12.55281,71.24000,0.32713,0.78000,0.10605
2016-08-29,18.5625,55,100,CONSTRUCTIVE,75.768,15.218,80.166,55.000,23.639,77.437,35.236,84.000,45.758,12.94000,1.46215,0.52280,3.85000,13.51023,68.61000,-0.95644,0.76000,0.10594
2016-08-30,18.785,52,100,CONSTRUCTIVE,74.932,21.467,36.870,55.000,20.204,77.092,59.819,84.667,78.381,13.12000,1.19865,-0.19537,3.85000,14.11987,69.11000,0.59153,0.77000,-0.84663
2016-08-31,18.849,53,100,CONSTRUCTIVE,73.497,40.173,34.706,56.429,20.354,77.113,43.815,85.333,63.499,13.42000,0.34070,-0.23759,3.95000,14.08507,69.08000,-0.35169,0.78000,-0.36593
2016-09-01,18.826,56,100,CONSTRUCTIVE,73.204,53.596,49.716,55.000,20.620,76.292,39.890,86.000,34.300,13.48000,-0.12202,-0.00414,3.85000,14.08853,70.25000,-0.55068,0.79000,0.40553
2016-09-02,18.644,66,100,CONSTRUCTIVE,79.899,76.806,75.352,55.000,20.938,78.879,60.187,86.667,22.985,11.98000,-0.96675,0.42010,3.85000,14.44469,66.46000,0.56509,0.80000,0.75446
2016-09-06,18.3385,69,100,RISK-ON,79.738,88.695,69.547,55.000,18.667,80.776,98.644,87.333,4.212,12.02000,-1.63860,0.29817,3.85000,15.43778,63.46000,6.06373,0.81000,2.06490
2016-09-07,18.3505,60,100,CONSTRUCTIVE,80.059,47.832,48.950,55.000,23.100,80.401,62.062,86.667,65.872,11.94000,0.06544,-0.01464,3.85000,14.57283,64.07000,0.67297,0.80000,-0.37794
2016-09-08,18.61,52,100,CONSTRUCTIVE,77.687,13.291,34.565,55.000,21.758,79.211,79.557,88.667,70.466,12.51000,1.41413,-0.22230,3.85000,14.93016,65.95000,1.91556,0.83000,-0.55791
2016-09-09,18.8395,40,100,DEFENSIVE,50.000,17.837,0.112,55.000,19.941,77.085,39.319,92.000,69.882,17.50000,1.23321,-2.45221,3.85000,15.43934,69.12000,-0.55163,0.88000,-0.50120
2016-09-12,19.0705,56,100,CONSTRUCTIVE,64.222,17.966,98.313,55.000,18.603,77.231,12.988,92.667,77.763,15.16000,1.22615,1.46771,3.85000,15.72240,68.91000,-2.34692,0.89000,-0.68416
2016-09-13,19.1651,43,100,DEFENSIVE,47.814,34.566,1.618,55.000,18.581,76.042,53.486,95.333,56.568,17.85000,0.49605,-1.48307,3.85000,15.71570,70.60000,0.16409,0.93000,-0.15140
2016-09-14,19.2075,50,100,CONSTRUCTIVE,46.009,42.370,45.792,55.000,21.382,77.009,55.344,95.333,42.109,18.14000,0.22124,-0.05877,3.85000,14.91831,69.23000,0.23685,0.93000,0.18954
2016-09-15,19.2425,60,100,CONSTRUCTIVE,57.444,43.819,94.070,55.000,22.142,77.079,36.242,98.000,73.431,16.30000,0.18222,1.01093,3.85000,14.71547,69.13000,-0.57788,0.97000,-0.60537
2016-09-16,19.6645,45,100,DEFENSIVE,63.007,4.526,27.480,55.000,19.643,77.023,49.230,95.333,72.189,15.37000,2.19306,-0.37723,3.85000,15.40322,69.21000,-0.02998,0.93000,-0.58622
2016-09-19,19.6205,57,100,CONSTRUCTIVE,62.070,57.885,49.878,55.000,22.930,77.009,60.209,94.000,29.206,15.53000,-0.22375,-0.00186,3.85000,14.51013,69.23000,0.37135,0.91000,0.58967
2016-09-20,19.8485,49,100,DEFENSIVE,59.749,16.085,52.146,55.000,22.732,77.009,45.798,93.333,49.407,15.92000,1.16205,0.02991,3.85000,14.56134,69.23000,-0.15019,0.90000,0.01522
2016-09-21,19.8425,61,100,CONSTRUCTIVE,74.077,51.143,95.828,55.000,20.923,80.610,11.320,91.333,17.790,13.30000,-0.03023,1.09172,3.85000,14.63848,63.73000,-1.83508,0.87000,1.00480
2016-09-22,19.555,69,100,RISK-ON,79.738,89.949,86.599,55.000,13.380,82.128,45.686,89.333,19.994,12.02000,-1.44891,0.64998,3.85000,15.96157,61.18000,-0.14251,0.84000,1.01741
2016-09-23,19.736,50,100,CONSTRUCTIVE,78.626,20.880,16.152,55.000,13.074,82.938,79.142,90.000,59.194,12.29000,0.92559,-0.57368,3.85000,16.06095,59.75000,1.09744,0.85000,-0.23874
2016-09-26,19.8605,47,100,DEFENSIVE,67.918,27.685,7.832,55.000,13.475,83.433,74.046,88.667,42.881,14.50000,0.63083,-0.85878,3.85000,15.93114,58.85000,0.86276,0.83000,0.18696
2016-09-27,19.465,71,100,RISK-ON,75.026,95.395,84.425,55.000,9.276,83.225,40.741,87.333,83.271,13.10000,-1.99139,0.64442,3.85000,17.49954,59.23000,-0.30870,0.81000,-1.03008
2016-09-28,19.512,61,100,CONSTRUCTIVE,78.202,40.901,80.971,55.000,10.511,84.090,42.613,88.000,68.948,12.39000,0.24146,0.52966,3.85000,16.98262,57.62000,-0.23723,0.82000,-0.49023
2016-09-29,19.3825,55,100,CONSTRUCTIVE,70.475,73.305,7.982,62.143,10.753,83.433,55.120,88.667,42.734,14.02000,-0.66369,-0.93214,4.35000,16.88767,58.85000,0.15957,0.83000,0.17432
2016-09-30,19.3355,68,100,RISK-ON,74.125,58.941,88.592,63.714,10.651,82.483,69.683,88.667,73.771,13.29000,-0.24249,0.79680,4.46000,16.92748,60.56000,0.66733,0.83000,-0.63554
2016-10-03,19.335,56,100,CONSTRUCTIVE,72.760,50.102,30.415,62.143,10.695,82.557,62.116,88.667,63.013,13.57000,-0.00259,-0.32607,4.35000,16.91041,60.43000,0.39329,0.83000,-0.32742
2016-10-04,19.236,58,100,CONSTRUCTIVE,72.462,69.192,22.023,62.143,11.493,81.604,40.194,91.333,99.523,13.63000,-0.51202,-0.49556,4.35000,16.60863,62.08000,-0.31513,0.87000,-3.26203
2016-10-05,19.2455,63,100,CONSTRUCTIVE,75.538,47.975,74.955,62.143,15.610,81.313,61.710,91.333,53.518,12.99000,0.04939,0.42967,4.35000,15.28981,62.57000,0.37807,0.87000,-0.08687
2016-10-06,19.232,62,100,CONSTRUCTIVE,76.224,53.231,53.068,62.143,15.518,80.264,52.677,92.667,88.655,12.84000,-0.07015,0.04816,4.35000,15.31590,64.29000,0.08327,0.89000,-1.21719
2016-10-07,19.3325,53,100,CONSTRUCTIVE,73.204,28.397,30.328,62.143,17.627,81.151,70.264,93.333,52.982,13.48000,0.52257,-0.32535,4.35000,14.74681,62.84000,0.66881,0.90000,-0.07201
2016-10-11,18.9685,61,100,CONSTRUCTIVE,63.065,96.994,12.396,62.000,13.681,81.151,99.324,93.333,37.480,15.36000,-1.88284,-0.78979,4.34000,15.86589,62.84000,3.88109,0.90000,0.32829
2016-10-12,18.999,54,100,CONSTRUCTIVE,59.809,42.791,57.050,62.000,15.651,80.475,27.318,94.667,56.254,15.91000,0.16079,0.11466,4.34000,15.27836,63.95000,-0.76123,0.92000,-0.15164
2016-10-13,19.044,49,100,DEFENSIVE,55.045,39.466,31.945,62.000,15.946,80.475,52.969,93.333,37.356,16.69000,0.23685,-0.30993,4.34000,15.19561,63.95000,0.09337,0.90000,0.31173
2016-10-14,19.0475,57,100,CONSTRUCTIVE,58.540,49.152,51.262,62.000,16.037,79.831,67.596,97.333,56.256,16.12000,0.01838,0.02016,4.34000,15.17028,64.98000,0.56408,0.96000,-0.15140
2016-10-17,18.885,57,100,CONSTRUCTIVE,57.993,80.723,31.668,62.000,15.207,80.183,43.999,97.333,45.660,16.21000,-0.85313,-0.30380,4.34000,15.40523,64.42000,-0.18505,0.96000,0.10375
2016-10-18,18.6575,67,100,CONSTRUCTIVE,63.529,87.689,82.628,62.000,23.271,80.946,43.440,95.333,28.909,15.28000,-1.20466,0.61604,4.34000,13.44697,63.18000,-0.19289,0.93000,0.51021
2016-10-19,18.5605,60,100,CONSTRUCTIVE,68.406,69.239,63.569,62.000,23.114,81.862,18.355,96.667,28.458,14.41000,-0.51990,0.21920,4.34000,13.47974,61.64000,-1.16622,0.95000,0.56313
2016-10-20,18.591,57,100,CONSTRUCTIVE,71.859,43.624,41.336,62.000,27.759,83.010,51.709,94.667,57.446,13.75000,0.16433,-0.13757,4.34000,12.56494,59.62000,0.05344,0.92000,-0.18141
2016-10-21,18.6315,59,100,CONSTRUCTIVE,73.885,41.582,49.465,62.000,27.234,84.366,59.865,93.333,48.955,13.34000,0.21785,-0.00841,4.34000,12.66309,57.09000,0.31243,0.90000,0.02371
2016-10-24,18.5835,70,100,RISK-ON,75.399,59.726,76.358,62.000,31.190,84.366,98.541,95.333,62.974,13.02000,-0.25763,0.47498,4.34000,11.94923,57.09000,3.30785,0.93000,-0.30808
2016-10-25,18.485,60,100,CONSTRUCTIVE,73.302,69.226,28.359,62.000,35.650,84.200,67.820,94.000,20.549,13.46000,-0.53004,-0.37977,4.34000,11.20122,57.41000,0.58539,0.91000,0.78447
2016-10-26,18.668,57,100,CONSTRUCTIVE,69.317,18.772,39.539,62.000,32.990,83.071,98.645,95.333,72.591,14.24000,0.98999,-0.17404,4.34000,11.64136,59.51000,3.15030,0.93000,-0.55822
2016-10-27,18.814,54,100,CONSTRUCTIVE,63.065,24.569,32.075,62.000,40.444,83.071,88.296,98.667,39.228,15.36000,0.78209,-0.29867,4.34000,10.44242,59.51000,1.47559,0.98000,0.24510
2016-10-28,18.717,57,100,CONSTRUCTIVE,58.115,67.551,30.176,62.000,40.685,80.208,56.992,100.000,26.244,16.19000,-0.51557,-0.31083,4.34000,10.40513,64.38000,0.19439,1.00000,0.59941
2016-10-31,18.79,58,100,CONSTRUCTIVE,52.747,37.090,49.175,63.429,40.406,79.520,91.508,98.667,63.648,17.06000,0.39002,-0.01223,4.44000,10.44830,65.47000,1.64155,0.98000,-0.31360
2016-11-01,19.1,42,100,DEFENSIVE,43.413,9.805,13.264,62.000,30.070,78.016,99.741,100.000,11.711,18.56000,1.64981,-0.67869,4.34000,12.14574,67.76000,4.11158,1.00000,1.17185
2016-11-02,19.3905,40,100,DEFENSIVE,38.817,12.253,14.482,62.000,23.887,76.995,89.934,100.000,5.750,19.32000,1.52094,-0.65255,4.34000,13.31939,69.25000,1.51220,1.00000,1.58582
2016-11-03,19.2255,47,100,DEFENSIVE,24.140,75.053,24.296,62.000,22.833,74.604,0.004,100.000,65.022,22.08000,-0.85093,-0.44234,4.34000,13.53892,72.57000,-7.03657,1.01000,-0.35966
2016-11-04,19.118,53,100,CONSTRUCTIVE,22.227,67.284,39.458,62.000,22.197,73.056,95.506,99.333,45.804,22.51000,-0.55915,-0.16661,4.34000,13.67488,74.61000,2.11049,0.99000,0.09216
2016-11-07,18.6365,69,100,RISK-ON,42.495,96.116,99.670,62.000,12.740,73.056,49.445,100.000,96.349,18.71000,-2.51857,2.22235,4.34000,16.17198,74.61000,-0.01479,1.01000,-1.91821
2016-11-08,18.435,63,100,CONSTRUCTIVE,42.311,79.259,71.854,62.000,12.386,77.533,79.341,100.000,65.793,18.74000,-1.08121,0.37720,4.34000,16.29203,68.47000,0.95530,1.01000,-0.38332
2016-11-09,19.7745,56,100,CONSTRUCTIVE,68.568,0.021,94.005,62.000,0.378,71.705,92.927,100.000,52.864,14.38000,7.26607,1.10770,4.34000,29.77813,76.33000,1.89125,1.17000,-0.06283
2016-11-10,20.4935,46,100,DEFENSIVE,66.597,1.938,62.215,62.000,0.206,66.480,18.136,100.000,73.710,14.74000,3.63600,0.19507,4.34000,32.04606,82.57000,-1.07000,1.23000,-0.55791
2016-11-14,20.8415,46,100,DEFENSIVE,68.027,13.794,40.008,62.000,0.189,60.432,11.209,100.000,99.845,14.48000,1.69810,-0.15133,4.34000,32.36200,89.22000,-1.46925,1.23000,-3.50060
2016-11-15,20.345,70,100,RISK-ON,73.740,92.896,86.544,62.000,0.129,65.110,76.228,100.000,39.227,13.37000,-2.38227,0.74808,4.34000,33.80158,84.12000,0.93586,1.21000,0.22929
2016-11-16,20.272,60,100,CONSTRUCTIVE,72.011,60.282,40.284,62.000,0.135,68.590,99.507,100.000,52.471,13.72000,-0.35881,-0.15823,4.34000,33.62551,80.12000,4.57815,1.22000,-0.04902
2016-11-17,20.1845,63,100,CONSTRUCTIVE,73.837,63.069,73.642,69.143,0.148,70.731,37.019,100.000,75.235,13.35000,-0.43163,0.46764,4.84000,33.27743,77.54000,-0.43282,1.25000,-0.56400
2016-11-18,20.425,53,100,CONSTRUCTIVE,76.179,19.120,35.870,69.143,0.151,67.280,84.018,100.000,77.122,12.85000,1.19151,-0.23868,4.84000,33.21216,81.65000,1.43163,1.27000,-0.65762
2016-11-21,20.488,58,100,CONSTRUCTIVE,78.074,40.609,83.744,69.143,0.151,68.199,12.978,100.000,45.529,12.42000,0.30845,0.74614,4.84000,33.19880,80.58000,-1.64147,1.25000,0.09102
2016-11-22,20.5125,61,100,CONSTRUCTIVE,78.117,46.524,61.657,69.143,0.151,71.602,86.832,100.000,44.646,12.41000,0.11958,0.21654,4.84000,33.21047,76.46000,1.63666,1.24000,0.11574
2016-11-23,20.653,56,100,CONSTRUCTIVE,78.031,31.596,54.380,69.143,0.155,69.828,27.400,100.000,96.446,12.43000,0.68495,0.08080,4.84000,33.10727,78.64000,-0.89878,1.24000,-1.80842
2016-11-25,20.6505,62,100,CONSTRUCTIVE,78.415,50.368,70.075,69.143,0.162,68.952,38.865,100.000,84.198,12.34000,-0.01210,0.39144,4.84000,32.94768,79.69000,-0.39552,1.24000,-0.91666
2016-11-28,20.574,52,100,CONSTRUCTIVE,74.791,61.721,25.753,69.143,0.157,69.746,30.447,100.000,14.236,13.15000,-0.37045,-0.52545,4.84000,33.05507,78.74000,-0.78689,1.21000,1.05246
2016-11-29,20.595,58,100,CONSTRUCTIVE,75.951,46.714,56.615,69.143,0.157,70.926,49.255,100.000,59.555,12.90000,0.10207,0.13353,4.84000,33.06177,77.30000,-0.02840,1.21000,-0.22677
2016-11-30,20.4565,63,100,CONSTRUCTIVE,73.933,70.198,36.942,70.571,0.154,67.874,81.558,100.000,93.260,13.33000,-0.67249,-0.26534,4.94000,33.12403,80.96000,1.37125,1.26000,-1.43951
2016-12-01,20.7375,50,100,CONSTRUCTIVE,70.214,15.554,32.231,69.143,0.148,62.837,81.916,100.000,64.921,14.07000,1.37365,-0.35155,4.84000,33.27862,86.63000,1.48627,1.31000,-0.33311
2016-12-02,20.613,61,100,CONSTRUCTIVE,69.952,67.686,52.097,69.143,0.151,66.925,94.497,100.000,21.441,14.12000,-0.60036,0.03970,4.84000,33.20427,82.06000,2.79740,1.29000,0.70271
2016-12-05,20.5725,60,100,CONSTRUCTIVE,79.249,56.037,76.370,69.143,0.160,68.826,8.129,100.000,54.314,12.14000,-0.19648,0.58213,4.84000,32.99561,79.84000,-2.47369,1.26000,-0.09361
2016-12-06,20.375,68,100,RISK-ON,80.651,77.404,66.325,69.143,0.158,71.514,67.400,100.000,73.568,11.79000,-0.96002,0.34109,4.84000,33.04577,76.57000,0.72809,1.27000,-0.54515
2016-12-07,20.328,66,100,CONSTRUCTIVE,78.918,57.961,93.107,69.143,0.161,73.951,63.516,100.000,25.020,12.22000,-0.23067,1.31632,4.84000,32.95802,73.44000,0.51137,1.24000,0.63378
2016-12-08,20.3765,60,100,CONSTRUCTIVE,77.118,41.659,60.818,69.143,0.250,74.200,59.594,100.000,69.654,12.64000,0.23859,0.21593,4.84000,31.31679,73.11000,0.34864,1.28000,-0.44255
2016-12-09,20.333,66,100,CONSTRUCTIVE,80.807,57.591,77.320,69.143,0.456,72.323,57.176,100.000,82.340,11.75000,-0.21348,0.59390,4.84000,30.92615,75.55000,0.25739,1.32000,-0.88904
2016-12-12,20.223,62,100,CONSTRUCTIVE,77.118,68.576,44.155,69.143,8.877,71.658,74.836,100.000,35.357,12.64000,-0.54099,-0.11374,4.84000,18.80915,76.39000,0.94371,1.34000,0.35363
2016-12-13,20.256,65,100,CONSTRUCTIVE,76.763,44.142,79.421,69.143,24.273,72.472,51.764,100.000,73.052,12.72000,0.16318,0.65398,4.84000,13.79264,75.36000,0.06013,1.31000,-0.58445
2016-12-14,20.2295,56,100,CONSTRUCTIVE,74.602,55.093,15.759,69.143,33.503,72.094,53.472,100.000,33.531,13.19000,-0.13083,-0.81172,4.84000,12.23606,75.84000,0.11850,1.27000,0.39769
2016-12-15,20.614,58,100,CONSTRUCTIVE,76.450,6.056,68.980,72.714,38.709,69.853,38.114,100.000,99.277,12.79000,1.90069,0.38832,5.09000,11.30164,78.61000,-0.43418,1.31000,-2.88470
2016-12-16,20.417,67,100,CONSTRUCTIVE,79.001,81.168,41.076,72.714,37.232,70.175,73.343,100.000,24.365,12.20000,-0.95566,-0.17506,5.09000,11.76332,78.22000,0.87638,1.32000,0.66501
2016-12-19,20.412,65,100,CONSTRUCTIVE,80.961,50.930,60.115,72.714,38.179,72.566,75.629,100.000,31.428,11.71000,-0.02449,0.19751,5.09000,11.64308,75.24000,0.99464,1.30000,0.45802
2016-12-20,20.4305,69,100,RISK-ON,81.943,46.687,68.111,72.714,41.843,72.394,75.797,100.000,80.681,11.45000,0.09063,0.36375,5.09000,10.89043,75.46000,1.02963,1.32000,-0.78913
2016-12-21,20.51,62,100,CONSTRUCTIVE,82.599,35.938,37.308,72.714,41.872,73.548,99.029,100.000,51.505,11.27000,0.38912,-0.24574,5.09000,10.92243,73.97000,4.17106,1.34000,-0.03535
2016-12-22,20.7095,60,100,CONSTRUCTIVE,82.017,19.077,40.088,72.714,39.880,73.487,97.932,100.000,59.105,11.43000,0.97270,-0.18630,5.09000,11.42129,74.05000,3.62695,1.33000,-0.20334
2016-12-23,20.611,70,100,RISK-ON,81.980,67.088,56.780,72.714,39.697,74.604,99.777,100.000,38.495,11.44000,-0.47563,0.12517,5.09000,11.31282,72.57000,6.64446,1.33000,0.27463
2016-12-27,20.7085,62,100,CONSTRUCTIVE,79.859,32.997,62.134,72.714,38.716,75.999,74.464,100.000,31.267,11.99000,0.47305,0.22484,5.09000,11.43440,70.66000,1.21629,1.29000,0.47708
