date,score,band,vix,mxn,spx,carry,mxnvol,move,btc,curve,gold,stretch,dScore5,carry,curve,fwd1,fwd5,fwd10
2023-05-12,46.6,DEFENSIVE,52.9,36.3,44.2,88.1,59.8,30.9,43.3,0.0,50.3,-4.88,-15.3,6.17,-0.52,0.123,0.802,1.545
2023-05-15,50.9,CONSTRUCTIVE,52.4,42.8,60.7,88.1,60.3,25.1,64.5,0.7,44.2,-4.34,-0.8,6.17,-0.49,-0.927,0.852,0.015
2023-05-16,54.0,CONSTRUCTIVE,46.9,92.4,27.4,88.1,58.0,23.3,43.6,0.0,87.2,-5.72,9.4,6.17,-0.52,0.271,2.563,1.277
2023-05-17,54.4,CONSTRUCTIVE,53.9,34.4,85.3,88.1,57.4,30.7,64.3,0.0,62.1,-5.07,-1.5,6.17,-0.55,0.723,2.734,1.122
2023-05-18,49.2,CONSTRUCTIVE,59.0,14.7,79.8,88.1,55.6,29.2,27.6,0.0,82.5,-3.04,-7.8,6.17,-0.59,0.619,1.097,-0.386
2023-05-19,41.8,DEFENSIVE,54.3,18.2,44.8,88.1,54.1,25.3,52.4,0.0,20.0,-1.22,-4.8,6.17,-0.58,0.172,0.737,-0.933
2023-05-22,47.4,DEFENSIVE,51.8,40.4,50.6,88.1,54.1,22.0,48.3,0.0,56.2,-0.67,-3.5,6.17,-0.57,0.754,-0.830,-1.692
2023-05-23,37.1,DEFENSIVE,43.6,15.2,16.4,88.1,52.3,22.4,66.3,0.0,53.8,1.07,-17.0,6.17,-0.56,0.438,-1.254,-2.865
2023-05-24,35.9,DEFENSIVE,34.7,27.4,26.0,88.1,51.7,22.0,17.0,0.0,64.8,1.97,-18.4,6.17,-0.58,-0.881,-1.569,-3.357
2023-05-25,58.4,CONSTRUCTIVE,39.9,88.0,77.0,88.1,49.7,17.5,56.3,0.0,77.4,0.32,9.2,6.17,-0.67,0.261,-1.467,-2.403
2023-05-26,50.4,CONSTRUCTIVE,47.2,36.7,84.3,88.1,50.0,14.4,61.1,0.0,48.4,0.97,8.6,6.17,-0.74,-1.387,-1.658,-3.224
2023-05-30,57.0,CONSTRUCTIVE,50.3,95.8,50.1,88.1,45.2,16.5,87.0,0.0,29.7,-1.38,9.7,6.17,-0.77,0.323,-0.869,-1.788
2023-05-31,39.1,DEFENSIVE,47.3,33.7,30.1,88.1,46.0,19.5,29.1,0.0,41.0,-0.69,2.0,6.17,-0.76,0.118,-1.631,-2.390
2023-06-01,51.2,CONSTRUCTIVE,61.4,43.1,78.1,88.1,45.9,27.5,33.0,0.0,29.9,-0.40,15.2,6.17,-0.72,-0.779,-1.817,-3.106
2023-06-02,66.5,CONSTRUCTIVE,67.4,86.1,86.7,88.1,44.1,30.5,67.7,0.0,83.2,-1.56,8.2,6.17,-0.81,0.066,-0.950,-2.352
2023-06-05,46.7,DEFENSIVE,66.7,46.5,44.0,88.1,44.4,32.1,7.6,0.0,41.3,-1.27,-3.6,6.17,-0.77,-0.595,-1.593,-2.720
2023-06-06,61.8,CONSTRUCTIVE,70.8,80.5,57.5,88.1,43.5,36.2,93.2,0.0,38.4,-2.28,4.7,6.17,-0.81,-0.448,-0.927,-1.389
2023-06-07,53.6,CONSTRUCTIVE,70.9,72.1,36.6,88.1,43.2,30.9,19.2,0.0,80.8,-2.82,14.5,6.17,-0.77,-0.071,-0.771,-1.441
2023-06-08,55.9,CONSTRUCTIVE,72.4,53.5,70.9,88.1,44.8,35.6,56.6,0.0,21.3,-3.00,4.7,6.17,-0.79,0.097,-1.313,-1.068
2023-06-09,52.6,CONSTRUCTIVE,71.5,45.0,54.1,88.1,44.8,35.0,48.8,0.0,52.2,-2.94,-13.9,6.17,-0.84,-0.583,-1.415,-1.296
2023-06-12,59.8,CONSTRUCTIVE,65.1,79.1,80.3,88.1,44.0,31.5,24.6,0.0,60.5,-3.76,13.0,6.17,-0.82,0.077,-1.146,-0.891
2023-06-13,55.9,CONSTRUCTIVE,67.3,45.8,74.0,88.1,48.7,32.3,50.8,0.0,66.1,-3.81,-5.9,6.17,-0.83,-0.292,-0.466,-1.202
2023-06-14,53.8,CONSTRUCTIVE,71.2,67.2,53.1,88.1,48.9,36.2,17.6,0.0,33.1,-4.45,0.1,6.17,-0.91,-0.617,-0.675,-0.876
2023-06-15,65.3,CONSTRUCTIVE,67.9,80.3,86.7,88.3,47.9,42.8,70.1,0.0,45.9,-5.91,9.4,6.18,-0.90,-0.006,0.249,-0.124
2023-06-16,54.6,CONSTRUCTIVE,72.9,50.3,36.2,88.1,50.9,45.7,79.2,0.0,49.0,-5.86,2.0,6.17,-0.93,-0.312,0.121,-0.032
2023-06-20,60.0,CONSTRUCTIVE,71.2,68.6,32.3,88.3,51.3,45.7,97.5,0.0,81.7,-7.73,0.2,6.18,-0.94,0.765,0.258,-0.220
2023-06-21,48.3,DEFENSIVE,74.6,12.7,30.9,88.3,51.0,39.5,94.7,0.0,53.8,-4.42,-7.7,6.18,-0.96,-0.501,-0.739,-1.148
2023-06-22,63.9,CONSTRUCTIVE,75.9,80.1,63.6,88.3,53.0,42.5,45.4,0.0,80.9,-4.84,10.1,6.18,-0.97,0.307,-0.202,0.667
2023-06-23,48.7,DEFENSIVE,73.4,29.9,24.0,88.3,52.5,44.4,78.0,0.0,38.9,-3.77,-16.6,6.18,-0.97,-0.133,-0.372,-0.129
2023-06-26,51.8,CONSTRUCTIVE,69.3,58.6,34.4,88.3,56.5,41.2,34.8,0.0,41.5,-3.56,-2.8,6.18,-0.93,-0.176,-0.153,-0.597
2023-06-27,64.1,CONSTRUCTIVE,71.9,61.4,85.3,88.3,58.6,39.5,66.0,0.0,67.3,-3.79,4.1,6.18,-0.97,-0.237,-0.476,-0.515
2023-06-28,56.7,CONSTRUCTIVE,73.4,65.5,48.6,88.3,61.0,41.9,28.3,0.0,53.3,-4.27,8.4,6.18,-1.00,0.037,-0.412,-1.054
2023-06-29,58.5,CONSTRUCTIVE,72.9,47.3,67.7,88.3,61.8,37.1,63.1,0.0,56.1,-3.62,-5.4,6.18,-1.02,0.136,0.871,-1.383
2023-06-30,59.1,CONSTRUCTIVE,72.7,41.0,88.4,88.1,69.6,39.7,51.2,0.0,27.3,-2.58,10.4,6.17,-1.06,0.086,0.244,-2.148
2023-07-03,57.3,CONSTRUCTIVE,72.8,43.8,54.7,88.1,70.6,39.6,74.6,0.0,48.8,-2.14,5.5,6.17,-1.08,-0.498,-0.444,-2.378
2023-07-05,58.6,CONSTRUCTIVE,69.6,81.1,42.7,88.1,70.3,39.8,28.2,0.0,54.2,-3.11,-5.4,6.17,-0.99,-0.173,-0.039,-1.663
2023-07-06,50.3,CONSTRUCTIVE,62.6,62.2,21.9,88.1,72.6,20.4,29.8,0.0,70.4,-3.36,-6.4,6.17,-0.94,1.326,-0.645,-1.730
2023-07-07,41.7,DEFENSIVE,66.1,2.0,38.7,88.1,61.4,23.2,64.7,0.0,19.8,1.20,-16.7,6.17,-0.88,-0.486,-2.234,-2.122
2023-07-10,59.5,CONSTRUCTIVE,64.7,80.3,59.5,88.3,61.9,22.3,52.7,0.0,52.4,-0.07,0.4,6.18,-0.84,-0.601,-2.386,-1.012
2023-07-11,62.2,CONSTRUCTIVE,66.0,83.6,73.8,88.1,61.2,25.7,57.6,0.0,37.4,-1.37,4.9,6.17,-0.89,-0.093,-1.943,-1.283
2023-07-12,57.4,CONSTRUCTIVE,72.9,56.3,75.7,88.1,61.2,36.5,41.6,0.0,11.1,-1.63,-1.2,6.17,-0.86,-0.778,-1.625,-0.600
2023-07-13,68.0,RISK-ON,72.6,89.4,76.6,88.1,59.1,38.7,83.5,0.0,43.9,-3.37,17.6,6.17,-0.83,-0.295,-1.092,-0.201
2023-07-14,55.4,CONSTRUCTIVE,73.9,67.9,46.5,88.1,60.0,38.0,16.1,0.0,48.1,-3.87,13.7,6.17,-0.91,-0.641,0.114,0.003
2023-07-17,63.3,CONSTRUCTIVE,73.2,84.1,63.2,88.1,58.9,37.0,43.0,0.0,66.4,-4.83,3.8,6.17,-0.93,-0.149,1.408,-0.345
2023-07-18,57.1,CONSTRUCTIVE,74.1,58.4,72.4,88.1,59.0,38.0,38.6,0.0,9.4,-4.92,-5.1,6.17,-0.94,0.230,0.673,0.146
2023-07-19,54.1,CONSTRUCTIVE,71.8,37.3,57.9,88.1,59.6,43.0,52.4,0.0,49.3,-4.12,-3.3,6.17,-0.99,-0.240,1.042,0.725
2023-07-20,54.2,CONSTRUCTIVE,70.6,63.2,28.6,88.1,59.6,37.6,44.5,0.0,69.8,-4.20,-13.8,6.17,-0.95,0.922,0.901,1.729
2023-07-21,49.0,DEFENSIVE,72.6,12.1,51.1,88.1,54.9,43.5,55.1,0.0,59.3,-1.60,-6.4,6.17,-0.98,0.643,-0.111,2.682
2023-07-24,49.3,CONSTRUCTIVE,71.0,19.7,63.4,88.1,55.8,40.4,20.9,0.0,59.6,-0.09,-13.9,6.17,-0.95,-0.873,-1.728,0.629
2023-07-25,61.9,CONSTRUCTIVE,71.3,87.1,59.2,88.1,53.5,37.5,52.2,0.0,45.6,-1.55,4.8,6.17,-0.94,0.598,-0.523,1.418
2023-07-26,49.5,CONSTRUCTIVE,74.6,22.0,49.5,88.1,52.1,45.2,55.6,0.0,33.9,-0.31,-4.6,6.17,-0.96,-0.380,-0.314,1.062
2023-07-27,54.8,CONSTRUCTIVE,68.4,69.6,28.5,84.6,51.7,39.2,43.4,0.0,90.9,-1.00,0.6,5.92,-0.90,-0.091,0.821,1.167
2023-07-28,58.4,CONSTRUCTIVE,73.9,55.0,80.0,84.6,51.7,40.5,55.1,0.0,18.9,-1.10,9.4,5.92,-0.91,-0.987,2.796,1.309
2023-07-31,59.8,CONSTRUCTIVE,72.5,89.6,54.9,84.6,48.2,38.4,45.7,0.0,27.4,-2.78,10.5,5.92,-0.91,0.343,2.399,1.877
2023-08-01,51.8,CONSTRUCTIVE,70.9,32.9,40.8,84.6,47.4,34.4,69.4,0.0,94.6,-1.80,-10.1,5.92,-0.87,0.809,1.951,1.835
2023-08-02,37.0,DEFENSIVE,58.7,16.7,11.4,84.6,44.4,35.5,27.3,0.0,57.8,-0.14,-12.5,5.92,-0.80,0.754,1.380,1.512
2023-08-03,43.0,DEFENSIVE,59.7,18.6,40.7,84.6,41.9,27.6,51.2,0.0,63.4,1.25,-11.8,5.92,-0.70,1.867,0.344,0.843
2023-08-04,34.8,DEFENSIVE,52.5,2.5,31.3,84.6,31.6,34.9,44.9,0.0,32.4,4.00,-23.5,5.92,-0.73,-1.370,-1.446,-1.272
2023-08-07,61.3,CONSTRUCTIVE,60.6,92.9,79.2,84.6,26.3,30.5,55.2,0.0,64.3,1.59,1.5,5.92,-0.67,-0.095,-0.509,-0.321
2023-08-08,50.0,CONSTRUCTIVE,59.3,54.4,35.7,84.6,30.9,32.4,76.0,0.0,71.3,1.47,-1.7,5.92,-0.72,0.244,-0.114,-0.304
2023-08-09,43.9,DEFENSIVE,59.5,38.8,27.3,84.6,31.3,37.9,39.9,0.0,70.0,1.78,6.9,5.92,-0.79,-0.275,0.130,-1.169
2023-08-10,51.6,CONSTRUCTIVE,60.2,62.6,50.8,84.6,32.2,41.6,43.4,0.0,52.4,1.41,8.6,5.92,-0.73,0.049,0.497,-1.642
2023-08-11,49.6,CONSTRUCTIVE,66.0,47.7,46.4,84.6,32.2,38.3,48.4,0.0,53.7,1.48,14.8,5.92,-0.73,-0.432,0.177,-1.389
2023-08-14,56.9,CONSTRUCTIVE,66.2,70.0,69.5,84.6,33.5,31.4,50.5,0.0,55.8,0.70,-4.4,5.92,-0.77,0.302,0.189,-1.619
2023-08-15,40.4,DEFENSIVE,56.5,35.5,15.8,84.6,33.7,29.8,37.8,0.0,69.4,1.09,-9.7,5.92,-0.71,0.489,-0.191,-1.521
2023-08-16,39.1,DEFENSIVE,54.5,27.5,24.2,84.6,34.8,33.7,24.8,0.0,66.0,1.73,-4.8,5.92,-0.69,0.090,-1.297,-1.996
2023-08-17,39.9,DEFENSIVE,47.6,45.6,25.1,84.6,35.0,30.4,1.4,0.0,78.1,1.66,-11.7,5.92,-0.64,-0.270,-2.129,-2.257
2023-08-18,47.2,DEFENSIVE,51.2,63.0,49.5,84.6,34.6,30.9,21.7,0.0,44.8,1.18,-2.4,5.92,-0.66,-0.420,-1.563,-0.583
2023-08-21,53.2,CONSTRUCTIVE,52.3,70.7,72.6,84.6,34.1,23.0,53.8,0.0,32.0,0.35,-3.8,5.92,-0.63,-0.078,-1.805,0.881
2023-08-22,45.9,DEFENSIVE,53.3,54.1,40.3,84.6,36.4,26.0,44.7,0.0,42.0,0.11,5.5,5.92,-0.68,-0.625,-1.333,2.174
2023-08-23,59.0,CONSTRUCTIVE,59.4,79.8,84.2,84.6,36.4,32.7,70.8,0.0,8.4,-1.19,19.8,5.92,-0.76,-0.753,-0.708,3.977
2023-08-24,47.1,DEFENSIVE,51.9,83.9,11.5,84.6,37.1,33.4,36.6,0.0,50.8,-3.27,7.3,5.92,-0.75,0.307,-0.131,4.757
2023-08-25,51.1,CONSTRUCTIVE,61.2,33.8,72.1,84.6,38.0,40.0,43.7,0.0,68.1,-3.10,3.9,5.92,-0.78,-0.664,0.996,4.234
2023-08-28,58.9,CONSTRUCTIVE,64.7,81.1,70.8,84.6,37.0,39.9,53.8,0.0,32.2,-4.63,5.7,5.92,-0.78,0.402,2.735,3.363
2023-08-29,55.1,CONSTRUCTIVE,68.2,29.9,88.6,84.6,36.4,39.7,99.2,0.0,11.7,-3.46,9.3,5.92,-0.75,0.004,3.554,2.546
2023-08-30,51.5,CONSTRUCTIVE,71.2,49.8,63.2,84.6,39.9,40.5,23.1,0.0,30.1,-3.57,-7.5,5.92,-0.78,-0.176,4.719,2.049
2023-08-31,51.1,CONSTRUCTIVE,72.8,59.2,44.4,84.6,40.2,42.3,2.0,0.0,65.0,-3.76,4.0,5.92,-0.76,1.439,4.894,2.084
2023-09-01,45.0,DEFENSIVE,75.1,4.1,56.3,84.6,35.4,47.1,39.6,0.0,45.5,0.39,-6.0,5.92,-0.69,1.046,3.206,0.289
2023-09-05,43.7,DEFENSIVE,70.5,9.1,35.6,84.6,33.8,40.6,48.2,0.0,83.3,2.47,-15.2,5.92,-0.67,1.202,0.611,-0.346
2023-09-06,41.7,DEFENSIVE,68.2,8.0,26.7,84.6,40.5,39.1,47.7,0.0,72.8,4.34,-13.4,5.92,-0.71,1.129,-0.973,-1.828
2023-09-07,46.4,DEFENSIVE,68.5,10.7,38.8,84.6,44.4,44.9,84.7,0.0,51.7,5.47,-5.0,5.92,-0.67,-0.009,-2.550,-2.769
2023-09-08,52.3,CONSTRUCTIVE,71.4,50.4,55.7,84.6,44.6,45.7,24.0,0.0,47.5,5.36,1.2,5.92,-0.72,-0.194,-2.679,-2.083
2023-09-11,55.0,CONSTRUCTIVE,71.6,59.0,75.3,84.6,44.2,42.9,8.2,0.0,36.4,4.92,9.9,5.92,-0.68,-1.494,-2.826,-2.106
2023-09-12,61.2,CONSTRUCTIVE,69.4,94.3,28.8,84.6,35.4,45.0,90.4,0.0,81.5,1.76,17.5,5.92,-0.71,-0.391,-0.951,0.598
2023-09-13,59.2,CONSTRUCTIVE,73.2,67.6,55.0,84.6,34.8,48.2,78.3,0.0,56.5,1.13,17.5,5.92,-0.71,-0.481,-0.863,1.926
2023-09-14,63.6,CONSTRUCTIVE,76.3,71.2,79.3,84.6,34.7,52.8,73.1,0.0,47.3,0.40,17.2,5.92,-0.71,-0.142,-0.224,3.248
2023-09-15,47.6,DEFENSIVE,71.7,56.6,14.6,84.6,34.8,53.3,55.4,0.0,15.4,0.20,-4.8,5.92,-0.69,-0.345,0.612,2.529
2023-09-18,55.8,CONSTRUCTIVE,70.6,66.7,52.6,84.6,35.2,50.7,62.1,0.0,29.2,-0.33,0.9,5.92,-0.73,0.407,0.740,2.041
2023-09-19,49.8,CONSTRUCTIVE,70.0,30.3,42.3,84.6,34.7,48.7,82.4,0.0,48.6,0.29,-11.3,5.92,-0.71,-0.303,1.564,3.189
2023-09-20,47.3,DEFENSIVE,64.3,65.0,18.2,84.6,34.6,52.9,43.5,0.0,17.0,-0.23,-11.8,5.92,-0.77,0.160,2.814,5.535
2023-09-21,39.7,DEFENSIVE,49.7,41.9,8.0,84.6,35.1,44.1,11.2,0.0,94.7,-0.06,-23.9,5.92,-0.63,0.696,3.480,5.183
2023-09-22,41.1,DEFENSIVE,51.9,19.4,41.4,84.6,33.8,48.9,51.1,0.0,33.5,0.92,-6.5,5.92,-0.66,-0.218,1.905,6.200
2023-09-25,51.3,CONSTRUCTIVE,53.7,60.2,64.8,84.6,35.0,33.6,24.2,0.0,73.0,0.41,-4.6,5.92,-0.54,1.227,1.292,6.140
2023-09-26,33.0,DEFENSIVE,41.1,8.8,9.3,84.6,33.6,33.3,41.6,1.3,85.6,2.41,-16.9,5.92,-0.48,0.924,1.600,4.736
2023-09-27,42.7,DEFENSIVE,45.5,14.9,50.9,84.6,32.0,29.6,63.5,0.7,95.8,3.90,-4.6,5.92,-0.49,0.809,2.647,2.217
2023-09-28,49.5,CONSTRUCTIVE,51.0,18.2,71.8,84.6,33.3,35.5,94.2,3.3,76.6,4.50,9.8,5.92,-0.45,-0.837,1.646,0.849
2023-09-29,52.3,CONSTRUCTIVE,49.9,82.7,41.0,84.6,30.1,37.0,38.6,4.0,78.4,2.36,11.3,5.92,-0.44,-0.818,4.215,2.461
2023-10-02,56.5,CONSTRUCTIVE,49.3,81.1,50.3,84.6,27.5,25.3,93.7,4.7,87.1,0.87,5.2,5.92,-0.43,1.535,4.786,3.763
2023-10-03,28.8,RISK-OFF,36.1,6.2,11.2,84.6,23.7,16.3,39.4,10.7,63.9,2.96,-4.1,5.92,-0.34,1.964,3.087,1.384
2023-10-04,43.1,DEFENSIVE,43.3,4.2,75.1,84.6,20.7,24.8,83.3,12.0,65.5,4.97,0.4,5.92,-0.32,-0.174,-0.418,-0.042
2023-10-05,43.2,DEFENSIVE,43.8,57.0,45.6,84.6,21.6,23.4,16.2,12.7,55.5,4.55,-6.4,5.92,-0.31,1.669,-0.784,1.430
2023-10-06,44.6,DEFENSIVE,50.3,6.2,86.7,84.6,19.5,26.0,89.3,13.3,15.5,5.83,-7.7,5.92,-0.30,-0.274,-1.682,0.166
2023-10-09,47.1,DEFENSIVE,48.8,61.3,73.1,84.6,20.7,26.0,19.4,13.3,9.4,5.30,-9.3,5.92,-0.30,-0.111,-0.977,-0.148
2023-10-10,46.8,DEFENSIVE,52.9,54.7,67.0,84.6,20.6,19.5,31.7,13.3,21.2,4.92,17.9,5.92,-0.30,-1.503,-1.651,-0.414
2023-10-11,52.7,CONSTRUCTIVE,58.7,93.7,64.2,84.6,16.3,25.6,11.2,6.0,21.9,2.45,9.6,5.92,-0.41,-0.540,0.378,1.812
2023-10-12,47.1,DEFENSIVE,55.0,71.3,29.3,84.6,19.9,26.2,38.3,9.3,59.3,1.65,3.9,5.92,-0.36,0.748,2.231,2.748
2023-10-13,34.1,DEFENSIVE,38.8,23.5,33.6,84.6,19.8,24.7,59.9,6.0,0.2,2.12,-10.6,5.92,-0.41,0.442,1.880,0.921
2023-10-16,51.8,CONSTRUCTIVE,51.8,33.4,81.7,84.6,20.7,23.4,99.9,8.0,65.4,2.44,4.7,5.92,-0.38,-0.792,0.837,0.307
2023-10-17,49.0,CONSTRUCTIVE,47.6,77.8,49.7,84.6,19.0,23.4,40.9,9.3,45.9,1.28,2.3,5.92,-0.36,0.529,1.258,0.788
2023-10-18,32.0,RISK-OFF,39.4,30.9,13.9,84.6,19.4,24.1,41.6,14.7,3.8,1.63,-20.7,5.92,-0.28,1.297,1.429,0.249
2023-10-19,31.5,RISK-OFF,27.4,11.3,25.0,84.6,17.7,20.4,80.4,22.7,22.5,2.68,-15.6,5.92,-0.16,0.402,0.506,-2.593
2023-10-20,35.2,DEFENSIVE,25.9,34.6,16.0,84.6,18.3,19.9,96.6,24.0,21.3,2.89,1.1,5.92,-0.14,-0.587,-0.941,-4.269
2023-10-23,49.8,CONSTRUCTIVE,32.8,72.0,44.6,84.6,17.1,22.3,100.0,20.7,63.7,2.00,-2.1,5.92,-0.19,-0.378,-0.525,-4.005
2023-10-24,53.1,CONSTRUCTIVE,40.9,64.1,72.5,84.6,16.7,24.9,89.8,20.7,53.1,1.45,4.1,5.92,-0.19,0.699,-0.464,-3.292
2023-10-25,33.7,DEFENSIVE,33.8,24.5,13.3,84.6,16.8,22.7,77.6,24.7,29.0,2.08,1.7,5.92,-0.13,0.374,-1.163,-4.320
2023-10-26,33.6,DEFENSIVE,31.1,36.1,18.5,84.6,18.2,22.9,33.1,22.7,42.6,2.71,2.2,5.92,-0.16,-1.043,-3.083,-4.377
2023-10-27,44.6,DEFENSIVE,28.0,84.3,35.4,84.6,16.6,24.1,36.0,23.3,46.7,0.68,9.4,5.92,-0.15,-0.169,-3.359,-1.912
2023-10-30,50.7,CONSTRUCTIVE,36.3,56.7,81.8,84.6,17.2,22.2,82.4,23.3,32.9,0.14,0.9,5.92,-0.15,-0.317,-3.498,-2.480
2023-10-31,52.1,CONSTRUCTIVE,46.0,61.8,68.0,84.6,18.3,25.8,58.3,20.7,73.6,-0.56,-1.0,5.92,-0.19,-0.008,-2.841,-2.482
2023-11-01,54.8,CONSTRUCTIVE,53.9,50.3,77.2,84.6,19.9,30.8,82.5,21.3,64.4,-0.63,21.1,5.92,-0.18,-1.576,-3.194,-3.958
2023-11-02,59.9,CONSTRUCTIVE,61.3,93.2,89.7,84.6,18.5,32.5,27.2,12.7,34.5,-3.02,26.3,5.92,-0.31,-1.325,-1.335,-2.625
2023-11-03,59.3,CONSTRUCTIVE,65.6,88.0,74.8,84.6,22.9,32.4,40.8,16.0,35.7,-4.36,14.7,5.92,-0.26,-0.313,1.497,-1.718
2023-11-06,54.8,CONSTRUCTIVE,65.8,61.5,55.0,84.6,22.8,29.9,63.5,16.0,73.2,-4.74,4.1,5.92,-0.26,0.362,1.055,-1.445
2023-11-07,52.2,CONSTRUCTIVE,66.2,37.3,58.2,84.6,30.2,31.2,67.3,11.3,81.7,-3.99,0.1,5.92,-0.33,-0.371,0.370,-2.421
2023-11-08,55.7,CONSTRUCTIVE,68.2,63.5,52.9,84.6,30.1,33.8,58.9,4.0,82.5,-4.87,0.9,5.92,-0.44,0.315,-0.788,-1.606
2023-11-09,45.4,DEFENSIVE,63.5,38.8,27.6,84.6,29.5,33.9,85.3,6.0,21.4,-4.23,-14.5,5.92,-0.41,1.507,-1.307,-1.933
2023-11-10,52.9,CONSTRUCTIVE,69.7,9.6,86.5,84.6,27.9,34.1,74.0,4.7,95.3,-1.36,-6.4,5.92,-0.43,-0.747,-3.168,-3.797
2023-11-13,50.4,CONSTRUCTIVE,66.5,74.6,47.5,84.6,27.3,27.7,21.6,7.3,22.3,-2.28,-4.4,5.92,-0.39,-0.319,-2.473,-2.819
2023-11-14,55.0,CONSTRUCTIVE,69.7,61.0,91.1,84.6,28.8,27.9,17.3,9.3,18.3,-2.75,2.7,5.92,-0.36,-1.520,-2.780,-2.722
2023-11-15,61.7,CONSTRUCTIVE,69.6,89.4,54.9,84.6,24.9,29.5,98.2,8.7,53.6,-4.30,6.0,5.92,-0.37,-0.210,-0.824,-0.287
2023-11-16,47.5,DEFENSIVE,68.9,56.9,53.8,84.6,25.8,34.7,6.8,8.0,11.5,-4.63,2.1,5.92,-0.38,-0.407,-0.634,0.463
2023-11-17,55.6,CONSTRUCTIVE,71.6,63.2,54.1,84.6,26.9,37.4,66.5,4.0,54.9,-4.65,2.7,5.92,-0.44,-0.036,-0.650,-0.215
2023-11-20,58.1,CONSTRUCTIVE,73.5,51.2,73.0,84.6,33.1,35.6,79.9,2.0,58.2,-4.43,7.8,5.92,-0.47,-0.633,-0.355,1.361
2023-11-21,50.3,CONSTRUCTIVE,73.8,70.3,43.2,84.6,34.2,37.7,8.3,3.3,13.7,-4.62,-4.6,5.92,-0.45,0.461,0.060,1.447
2023-11-22,55.6,CONSTRUCTIVE,76.2,34.8,63.1,84.6,32.8,38.8,91.9,2.0,65.0,-4.02,-6.1,5.92,-0.47,-0.018,0.542,0.569
2023-11-24,53.5,CONSTRUCTIVE,77.9,50.6,52.0,84.6,32.7,42.8,60.2,3.3,28.4,-4.16,6.0,5.92,-0.45,-0.423,1.104,1.661
2023-11-27,52.8,CONSTRUCTIVE,76.9,64.0,43.5,84.6,35.6,41.0,33.0,3.3,31.5,-4.34,-2.8,5.92,-0.45,0.261,0.438,1.363
2023-11-28,52.0,CONSTRUCTIVE,76.9,41.2,53.3,84.6,36.0,40.2,70.9,7.3,10.3,-3.38,-6.1,5.92,-0.39,-0.219,1.722,1.231
2023-11-29,53.7,CONSTRUCTIVE,75.6,57.7,46.8,84.6,38.0,36.1,51.1,8.7,36.8,-3.36,3.4,5.92,-0.37,0.945,1.386,1.067
2023-11-30,49.9,CONSTRUCTIVE,75.9,20.2,62.4,84.6,33.5,35.4,44.2,9.3,66.3,-1.00,-5.8,5.92,-0.36,0.541,0.027,-0.119
2023-12-01,53.2,CONSTRUCTIVE,77.2,31.3,69.6,84.6,31.9,38.9,82.6,10.7,8.0,0.20,-0.3,5.92,-0.34,-1.079,0.551,-1.070
2023-12-04,61.1,CONSTRUCTIVE,75.1,82.8,31.3,84.6,29.7,32.8,99.4,9.3,96.5,-1.76,8.3,5.92,-0.36,1.544,0.921,0.189
2023-12-05,47.9,DEFENSIVE,76.2,11.2,48.1,84.6,27.7,25.6,95.3,7.3,59.5,1.10,-4.2,5.92,-0.39,-0.549,-0.482,-1.670
2023-12-06,50.9,CONSTRUCTIVE,75.6,67.4,36.8,84.6,31.5,27.3,38.8,1.3,30.0,0.28,-2.8,5.92,-0.48,-0.408,-0.314,-1.720
2023-12-07,56.6,CONSTRUCTIVE,75.2,63.7,75.6,84.6,31.3,23.7,34.9,4.0,51.0,-0.39,6.7,5.92,-0.44,1.068,-0.146,-0.893
2023-12-08,52.3,CONSTRUCTIVE,78.4,18.7,63.8,84.6,28.4,29.9,76.8,1.3,90.0,1.50,-0.9,5.92,-0.48,-0.715,-1.612,-2.523
2023-12-11,55.6,CONSTRUCTIVE,77.2,72.6,63.6,84.6,27.5,26.0,2.0,1.3,79.9,0.44,-5.6,5.92,-0.48,0.131,-0.726,-2.144
2023-12-12,54.5,CONSTRUCTIVE,79.5,45.7,66.8,84.6,27.7,32.5,56.8,0.0,50.3,0.83,6.6,5.92,-0.53,-0.381,-1.193,-2.282
2023-12-13,63.9,CONSTRUCTIVE,79.0,62.7,88.8,84.6,34.7,36.8,86.9,5.3,42.3,0.33,13.0,5.92,-0.42,-0.240,-1.410,-2.255
2023-12-14,53.9,CONSTRUCTIVE,77.8,58.1,59.9,84.6,35.9,33.0,53.9,3.3,3.6,-0.04,-2.7,5.92,-0.45,-0.416,-0.748,-1.802
2023-12-15,54.3,CONSTRUCTIVE,78.7,63.8,49.7,84.6,35.8,35.0,21.7,0.0,64.8,-0.67,2.0,5.92,-0.53,0.179,-0.926,-1.326
2023-12-18,56.1,CONSTRUCTIVE,77.5,44.0,68.6,84.6,43.3,32.6,69.7,1.3,40.8,-0.38,0.6,5.92,-0.48,-0.340,-1.428,-1.172
2023-12-19,57.6,CONSTRUCTIVE,77.6,61.5,73.4,84.6,43.0,35.7,39.7,1.3,29.7,-0.90,3.1,5.92,-0.48,-0.600,-1.102,-0.877
2023-12-20,52.8,CONSTRUCTIVE,72.3,69.6,7.9,84.6,42.3,38.5,85.3,1.3,56.5,-1.93,-11.0,5.92,-0.48,0.430,-0.857,-0.300
2023-12-21,55.5,CONSTRUCTIVE,72.4,35.0,84.9,84.6,41.5,38.5,56.4,4.0,42.0,-1.20,1.6,5.92,-0.44,-0.595,-1.062,-1.472
