date,score,band,vix,mxn,spx,carry,mxnvol,move,btc,curve,gold,stretch,dScore5,carry,curve,fwd1,fwd5,fwd10
2024-08-07,24.6,RISK-OFF,7.0,6.6,19.6,81.0,12.6,37.8,30.1,30.7,48.7,6.06,-26.9,5.67,-0.04,-1.272,-2.991,-2.931
2024-08-08,56.1,CONSTRUCTIVE,17.2,84.1,98.2,81.0,13.2,39.9,99.7,30.0,23.0,4.46,9.9,5.67,-0.05,-2.454,-2.705,-0.298
2024-08-09,52.6,CONSTRUCTIVE,32.8,95.3,68.7,77.4,12.1,42.0,34.4,26.0,40.5,1.62,26.7,5.42,-0.11,-0.202,-1.188,3.340
2024-08-12,40.1,DEFENSIVE,30.9,55.9,50.2,77.4,14.2,32.8,22.2,26.0,23.6,1.22,22.1,5.42,-0.11,1.262,-1.043,2.072
2024-08-13,48.1,DEFENSIVE,46.1,18.1,94.8,77.4,15.5,32.6,74.6,28.0,45.9,1.94,-5.9,5.42,-0.08,-0.324,-2.071,1.651
2024-08-14,51.8,CONSTRUCTIVE,58.1,59.5,65.5,77.4,16.0,43.8,18.5,26.0,74.3,1.45,27.2,5.42,-0.11,-0.981,0.062,4.067
2024-08-15,58.8,CONSTRUCTIVE,63.8,76.1,93.8,77.4,15.4,46.3,26.8,22.7,37.1,0.39,2.7,5.42,-0.16,-0.933,2.474,4.533
2024-08-16,55.8,CONSTRUCTIVE,66.3,74.3,57.9,77.4,13.8,47.2,76.6,22.0,14.2,-0.47,3.2,5.42,-0.17,-0.055,4.582,6.428
2024-08-19,55.6,CONSTRUCTIVE,67.1,51.6,82.6,77.4,14.5,40.2,62.5,20.0,47.1,-0.69,15.5,5.42,-0.20,0.211,3.148,6.499
2024-08-20,44.9,DEFENSIVE,60.0,44.1,42.3,77.4,13.2,38.8,40.4,22.0,40.9,-0.69,-3.2,5.42,-0.17,1.847,3.801,6.056
2024-08-21,45.7,DEFENSIVE,57.6,11.2,66.4,77.4,10.1,39.0,85.3,24.7,52.9,0.59,-6.1,5.42,-0.13,1.406,4.003,4.939
2024-08-22,35.5,DEFENSIVE,49.7,17.3,17.8,77.4,6.8,41.7,35.3,24.7,76.6,1.50,-23.3,5.42,-0.13,1.105,2.009,3.135
2024-08-23,50.7,CONSTRUCTIVE,60.1,23.2,86.3,77.4,5.4,44.5,94.8,27.3,23.1,2.44,-5.1,5.42,-0.09,-1.426,1.765,2.309
2024-08-26,49.2,CONSTRUCTIVE,58.4,79.5,37.3,77.4,3.6,43.5,29.5,27.3,40.7,0.99,-6.4,5.42,-0.09,0.845,3.249,3.535
2024-08-27,43.4,DEFENSIVE,62.7,31.0,56.5,77.4,3.1,41.0,7.3,33.3,51.7,1.71,-1.5,5.42,0.00,2.045,2.172,3.690
2024-08-28,36.7,DEFENSIVE,52.4,13.8,26.6,77.4,2.3,41.5,40.8,34.0,65.1,3.30,-9.0,5.42,0.01,-0.538,0.900,0.127
2024-08-29,49.9,CONSTRUCTIVE,61.4,61.5,49.8,77.4,2.3,43.5,57.2,33.3,26.2,2.90,14.4,5.42,0.00,0.863,1.103,-0.730
2024-08-30,52.0,CONSTRUCTIVE,65.1,31.6,83.4,77.4,2.3,42.4,44.3,33.3,78.9,3.42,1.3,5.42,0.00,0.011,0.534,-3.439
2024-09-03,32.7,DEFENSIVE,30.9,49.8,3.3,77.4,2.4,36.4,18.8,30.7,54.1,3.67,-16.5,5.42,-0.04,-0.207,0.277,-3.180
2024-09-04,41.5,DEFENSIVE,27.8,54.8,43.7,77.4,2.7,32.0,61.0,34.0,46.2,3.29,-1.8,5.42,0.01,0.775,1.485,-3.434
2024-09-05,34.8,DEFENSIVE,35.4,31.5,38.3,77.4,5.0,35.9,19.9,32.0,30.5,4.14,-2.0,5.42,-0.02,-0.338,-0.766,-3.536
2024-09-06,35.0,DEFENSIVE,22.8,58.8,6.1,77.4,6.4,42.9,14.9,37.3,69.2,3.75,-14.9,5.42,0.06,0.296,-1.814,-2.924
2024-09-09,51.0,CONSTRUCTIVE,38.0,41.9,84.2,77.4,8.5,45.5,92.6,34.7,41.4,3.70,-1.0,5.42,0.02,-0.245,-3.952,-2.827
2024-09-10,49.1,CONSTRUCTIVE,40.3,56.8,65.6,77.4,9.9,41.9,62.0,37.3,38.3,3.06,16.4,5.42,0.06,0.996,-3.448,-2.393
2024-09-11,47.6,DEFENSIVE,48.8,23.2,82.3,77.4,17.7,46.3,44.3,35.3,50.3,4.22,6.1,5.42,0.03,-1.461,-4.848,-3.889
2024-09-12,57.7,CONSTRUCTIVE,52.7,83.9,74.3,77.4,13.8,51.9,64.7,36.0,11.0,2.04,22.9,5.42,0.04,-1.390,-2.792,-0.805
2024-09-13,58.7,CONSTRUCTIVE,55.8,82.2,68.3,77.4,12.3,49.4,85.8,39.3,17.0,0.05,23.8,5.42,0.09,-1.888,-1.131,0.487
2024-09-16,52.9,CONSTRUCTIVE,52.2,85.3,54.4,77.4,9.9,48.8,15.6,38.0,51.2,-2.31,1.9,5.42,0.07,0.279,1.171,2.497
2024-09-17,50.4,CONSTRUCTIVE,49.3,43.8,50.9,77.4,14.8,48.4,81.6,37.3,71.5,-2.27,1.3,5.42,0.06,-0.469,1.092,2.385
2024-09-18,49.3,CONSTRUCTIVE,45.5,60.3,39.9,77.4,17.5,51.4,71.1,39.3,40.9,-3.45,1.7,5.42,0.09,0.668,1.008,2.673
2024-09-19,55.5,CONSTRUCTIVE,57.3,34.3,91.7,84.6,18.5,57.2,70.4,42.7,27.0,-2.58,-2.1,5.92,0.14,0.295,2.044,0.857
2024-09-20,48.4,DEFENSIVE,58.4,41.9,43.8,84.6,18.1,58.7,54.1,45.3,13.4,-2.31,-10.4,5.92,0.18,0.397,1.637,0.184
2024-09-23,51.6,CONSTRUCTIVE,59.9,39.0,59.1,84.6,20.0,56.0,52.3,45.3,40.2,-1.62,-1.3,5.92,0.18,0.200,1.311,-0.515
2024-09-24,53.4,CONSTRUCTIVE,62.9,44.3,58.0,84.6,22.8,56.5,65.9,50.0,16.8,-1.41,3.1,5.92,0.25,-0.552,1.278,-0.648
2024-09-25,54.1,CONSTRUCTIVE,62.8,65.6,43.6,84.6,23.5,58.1,32.9,50.7,38.1,-2.23,4.8,5.92,0.26,1.701,1.648,0.193
2024-09-26,50.0,CONSTRUCTIVE,63.0,11.0,63.3,84.6,21.7,59.6,80.5,46.0,34.3,0.26,-5.5,5.92,0.19,-0.105,-1.163,-0.861
2024-09-27,53.5,CONSTRUCTIVE,53.4,53.1,45.8,81.0,21.8,57.3,59.2,46.7,82.0,0.14,5.1,5.67,0.20,0.074,-1.430,-0.905
2024-09-30,51.9,CONSTRUCTIVE,54.8,47.7,63.5,81.0,28.0,55.3,19.4,43.3,62.8,0.31,0.3,5.67,0.15,0.169,-1.802,-1.686
2024-10-01,38.8,DEFENSIVE,39.2,44.8,22.8,81.0,28.6,45.9,18.3,42.0,12.3,0.65,-14.7,5.67,0.13,-0.189,-1.902,-1.209
2024-10-02,51.2,CONSTRUCTIVE,41.3,55.8,50.4,81.0,31.0,47.9,46.8,44.0,78.2,0.50,-2.9,5.67,0.16,-1.112,-1.432,0.350
2024-10-03,51.2,CONSTRUCTIVE,32.1,81.0,44.9,81.0,29.1,48.9,52.3,43.3,36.7,-1.18,1.2,5.67,0.15,-0.375,0.305,2.527
2024-10-04,56.3,CONSTRUCTIVE,39.5,61.3,76.7,81.0,29.9,49.9,70.4,36.7,64.8,-1.95,2.8,5.67,0.05,-0.304,0.532,2.489
2024-10-07,40.6,DEFENSIVE,21.7,59.2,22.2,81.0,31.4,27.9,52.6,36.0,51.4,-2.23,-11.4,5.67,0.04,0.067,0.119,3.070
2024-10-08,49.4,CONSTRUCTIVE,27.3,47.9,77.7,81.0,31.4,28.2,48.4,37.3,83.5,-1.87,10.6,5.67,0.06,0.289,0.706,3.479
2024-10-09,45.2,DEFENSIVE,30.2,41.2,70.1,81.0,31.2,29.3,27.1,38.0,62.0,-0.84,-6.0,5.67,0.07,0.631,1.808,3.054
2024-10-10,39.6,DEFENSIVE,29.8,31.5,44.2,81.0,30.0,34.3,44.7,40.7,30.6,0.83,-11.6,5.67,0.11,-0.149,2.215,1.875
2024-10-11,49.6,CONSTRUCTIVE,32.3,54.4,67.6,81.0,32.3,32.6,81.9,42.0,11.6,0.56,-6.7,5.67,0.13,-0.714,1.947,1.933
2024-10-14,57.3,CONSTRUCTIVE,36.6,70.7,72.1,81.0,34.9,32.6,89.0,42.0,61.6,-1.12,16.7,5.67,0.13,0.655,2.948,3.353
2024-10-15,38.8,DEFENSIVE,31.3,30.9,27.7,81.0,38.0,25.5,63.3,38.7,34.1,0.17,-10.7,5.67,0.08,1.386,2.753,3.103
2024-10-16,43.3,DEFENSIVE,37.3,15.4,64.0,81.0,43.7,29.8,57.7,39.3,35.8,2.95,-1.9,5.67,0.09,1.034,1.224,1.821
2024-10-17,42.1,DEFENSIVE,40.1,23.7,49.5,81.0,41.5,29.5,47.0,42.0,31.4,4.28,2.5,5.67,0.13,-0.412,-0.333,1.333
2024-10-18,53.3,CONSTRUCTIVE,46.7,61.4,63.9,81.0,41.7,28.7,63.8,42.0,26.1,3.05,3.7,5.67,0.13,0.261,-0.013,1.180
2024-10-21,44.8,DEFENSIVE,44.6,42.0,43.1,81.0,42.4,24.3,36.0,44.7,38.6,3.27,-12.5,5.67,0.17,0.464,0.393,1.073
2024-10-22,44.9,DEFENSIVE,45.6,36.1,48.0,81.0,42.2,24.1,49.9,44.7,24.1,3.75,6.1,5.67,0.17,-0.123,0.340,0.667
2024-10-23,44.4,DEFENSIVE,39.3,53.7,18.1,81.0,42.2,24.2,37.2,44.7,83.4,3.70,1.1,5.67,0.17,-0.520,0.590,0.980
2024-10-24,52.3,CONSTRUCTIVE,40.3,65.8,58.7,81.0,41.1,25.4,72.9,42.7,24.6,2.46,10.1,5.67,0.14,-0.092,1.671,1.687
2024-10-25,44.9,DEFENSIVE,33.0,52.9,48.7,81.0,42.2,24.7,29.7,42.7,41.3,2.24,-8.4,5.67,0.14,0.668,1.194,-0.104
2024-10-28,48.1,DEFENSIVE,36.0,30.0,61.6,81.0,49.0,22.9,86.1,44.0,47.2,3.18,3.3,5.67,0.16,0.412,0.678,0.958
2024-10-29,47.6,DEFENSIVE,38.7,37.2,57.8,81.0,48.8,22.2,81.9,44.7,18.3,3.73,2.7,5.67,0.17,0.125,0.325,1.552
2024-10-30,42.1,DEFENSIVE,32.9,45.9,34.3,81.0,48.8,23.0,45.0,42.7,23.1,4.03,-2.3,5.67,0.14,0.549,0.388,2.638
2024-10-31,34.0,DEFENSIVE,19.5,32.3,2.2,81.0,48.2,20.1,24.3,41.3,95.9,4.50,-18.3,5.67,0.12,-0.562,0.015,1.758
2024-11-01,50.9,CONSTRUCTIVE,25.1,69.3,69.8,81.0,47.3,21.8,40.1,44.0,49.5,3.12,6.0,5.67,0.16,0.155,-1.282,1.935
2024-11-04,40.8,DEFENSIVE,24.6,44.4,35.8,81.0,51.8,19.4,28.6,42.7,53.9,3.25,-7.4,5.67,0.14,0.060,0.278,1.366
2024-11-05,54.0,CONSTRUCTIVE,32.1,47.7,93.3,81.0,52.5,23.2,70.0,38.0,43.7,3.66,6.3,5.67,0.07,0.188,1.222,0.594
2024-11-06,65.0,CONSTRUCTIVE,57.6,43.0,99.3,81.0,53.3,33.3,97.1,43.3,98.8,4.30,22.9,5.67,0.15,0.176,2.241,-0.109
2024-11-07,57.1,CONSTRUCTIVE,64.0,43.0,81.4,81.0,53.4,46.0,53.3,40.0,14.1,4.53,23.1,5.67,0.10,-1.852,1.742,0.534
2024-11-08,66.7,CONSTRUCTIVE,65.5,94.5,66.3,84.6,42.3,50.1,58.3,36.0,66.2,-1.29,15.8,5.92,0.04,1.738,3.259,3.135
2024-11-11,52.9,CONSTRUCTIVE,65.3,6.5,54.8,84.6,34.9,50.1,99.9,36.0,98.7,1.87,12.1,5.92,0.04,1.003,1.085,1.059
2024-11-12,45.9,DEFENSIVE,66.8,17.6,36.0,84.6,32.9,41.7,41.5,39.3,65.2,3.01,-8.1,5.92,0.09,1.196,-0.621,1.185
2024-11-13,51.9,CONSTRUCTIVE,70.5,14.0,51.1,84.6,31.3,48.0,77.2,44.7,73.7,4.36,-13.1,5.92,0.17,-0.312,-2.298,0.339
2024-11-14,51.2,CONSTRUCTIVE,68.9,61.5,23.2,84.6,30.0,50.6,18.5,39.3,66.0,3.51,-5.9,5.92,0.09,-0.389,-1.188,-0.401
2024-11-15,50.8,CONSTRUCTIVE,58.4,64.1,6.3,81.0,32.1,47.6,84.9,41.3,53.2,2.73,-15.9,5.67,0.12,-0.403,-0.120,-0.294
2024-11-18,56.1,CONSTRUCTIVE,61.8,64.5,69.0,81.0,33.5,48.0,44.4,42.0,8.5,1.87,3.2,5.67,0.13,-0.702,-0.026,0.249
2024-11-19,59.4,CONSTRUCTIVE,57.1,74.7,69.5,81.0,32.3,45.0,68.7,41.3,29.8,0.59,13.5,5.67,0.12,-0.512,1.817,0.448
2024-11-20,54.1,CONSTRUCTIVE,52.1,68.8,50.1,81.0,31.4,43.5,70.8,40.0,25.2,-0.25,2.1,5.67,0.10,0.820,2.699,0.989
2024-11-21,50.9,CONSTRUCTIVE,53.9,21.4,75.6,81.0,30.2,48.1,86.5,39.3,23.1,0.80,-0.3,5.67,0.09,0.688,0.797,-0.408
2024-11-22,49.6,CONSTRUCTIVE,63.8,25.1,67.8,81.0,29.4,50.8,55.5,36.0,13.2,1.52,-1.2,5.67,0.04,-0.310,-0.174,-1.191
2024-11-25,57.6,CONSTRUCTIVE,67.4,61.7,65.7,81.0,30.0,50.0,7.3,37.3,99.0,0.92,1.5,5.67,0.06,1.128,0.275,-0.516
2024-11-26,50.8,CONSTRUCTIVE,70.1,13.6,78.1,81.0,27.6,50.8,37.9,39.3,45.6,2.09,-8.6,5.67,0.09,0.350,-1.344,-2.039
2024-11-27,50.5,CONSTRUCTIVE,70.1,36.8,31.5,81.0,28.2,52.2,86.3,37.3,27.0,2.31,-3.6,5.67,0.06,-1.047,-1.665,-2.606
2024-11-29,64.3,CONSTRUCTIVE,73.1,82.4,75.4,81.0,25.0,54.7,65.5,36.7,29.3,0.98,13.4,5.67,0.05,-0.282,-1.196,-1.199
2024-12-02,58.2,CONSTRUCTIVE,73.9,60.7,62.2,81.0,24.7,52.1,32.5,34.7,75.6,0.57,8.6,5.67,0.02,0.139,-1.019,-1.341
2024-12-03,53.8,CONSTRUCTIVE,74.1,44.7,52.5,81.0,25.2,54.3,51.6,37.3,37.6,0.73,-3.8,5.67,0.06,-0.505,-0.789,-1.338
2024-12-04,64.1,CONSTRUCTIVE,73.4,68.5,79.1,81.0,25.3,57.6,77.8,37.3,38.5,-0.23,13.3,5.67,0.06,0.023,-0.705,-0.641
2024-12-05,53.2,CONSTRUCTIVE,72.9,49.1,40.2,81.0,25.4,58.3,28.1,34.7,80.1,-0.28,2.7,5.67,0.02,-0.575,-0.957,0.325
2024-12-06,63.3,CONSTRUCTIVE,76.5,71.4,62.5,81.0,24.5,65.9,80.5,36.7,35.7,-1.36,-1.0,5.67,0.05,-0.104,-0.003,0.704
2024-12-09,48.1,DEFENSIVE,69.6,54.1,21.7,81.0,24.5,63.8,26.7,38.0,20.5,-1.79,-10.1,5.67,0.07,0.372,-0.325,-0.533
2024-12-10,47.1,DEFENSIVE,69.6,35.2,33.8,81.0,24.3,59.6,42.4,38.0,15.9,-1.18,-6.7,5.67,0.07,-0.421,-0.554,-0.378
2024-12-11,66.1,CONSTRUCTIVE,72.7,67.4,86.9,81.0,33.5,66.6,87.0,40.7,14.1,-1.97,2.0,5.67,0.11,-0.231,0.064,-0.020
2024-12-12,56.7,CONSTRUCTIVE,71.0,59.4,25.4,81.0,43.2,66.4,38.8,42.7,91.5,-2.41,3.6,5.67,0.14,0.382,1.295,0.450
2024-12-13,57.3,CONSTRUCTIVE,71.6,33.7,49.9,81.0,46.7,63.7,63.9,43.3,82.1,-1.45,-6.0,5.67,0.15,-0.424,0.708,0.605
2024-12-16,66.3,CONSTRUCTIVE,66.9,69.2,70.7,81.0,53.3,58.9,86.0,42.7,55.2,-2.22,18.2,5.67,0.14,0.141,-0.209,2.620
2024-12-17,52.2,CONSTRUCTIVE,60.0,43.8,31.2,81.0,53.2,59.3,51.0,43.3,58.0,-2.11,5.2,5.67,0.15,0.198,0.176,3.459
2024-12-18,34.0,DEFENSIVE,7.4,41.3,0.1,81.0,53.3,62.3,9.1,43.3,59.2,-1.58,-32.1,5.67,0.15,0.996,-0.085,2.078
2024-12-19,40.7,DEFENSIVE,16.1,14.7,45.5,84.6,49.3,59.3,27.1,50.0,89.6,1.10,-16.0,5.92,0.25,-0.200,-0.834,1.205
2024-12-20,58.8,CONSTRUCTIVE,44.6,58.7,90.8,81.0,51.4,58.0,52.6,48.0,14.7,0.48,1.4,5.67,0.22,-1.331,-0.102,-0.065
2024-12-23,65.5,CONSTRUCTIVE,54.5,92.7,82.0,81.0,44.7,54.1,22.6,52.7,68.2,-2.58,-0.9,5.67,0.29,0.528,2.835,1.315
2024-12-24,60.7,CONSTRUCTIVE,69.2,28.2,88.2,81.0,46.4,53.0,82.9,53.3,41.1,-1.23,8.5,5.67,0.30,-0.063,3.277,1.671
2024-12-26,54.2,CONSTRUCTIVE,66.7,52.6,48.2,81.0,48.6,54.7,24.4,52.0,29.2,-1.13,20.2,5.67,0.28,0.239,2.164,2.705
2024-12-27,48.1,DEFENSIVE,59.6,39.8,11.8,81.0,48.6,55.1,34.1,54.0,73.7,-0.33,7.4,5.67,0.31,0.536,2.056,2.008
2024-12-30,44.2,DEFENSIVE,50.6,29.0,12.8,81.0,53.2,50.9,35.0,54.0,63.0,1.01,-14.6,5.67,0.31,1.571,0.038,0.939
2024-12-31,41.8,DEFENSIVE,50.9,6.5,32.0,81.0,42.9,51.2,58.0,55.3,24.8,3.76,-23.6,5.67,0.33,0.960,-1.478,-0.857
2025-01-02,45.7,DEFENSIVE,47.3,16.5,39.8,81.0,44.4,53.3,80.6,54.7,19.8,5.06,-15.0,5.67,0.32,-1.139,-1.555,0.012
2025-01-03,69.0,RISK-ON,58.5,86.7,92.0,81.0,39.2,56.5,61.4,54.7,65.0,2.52,14.8,5.67,0.32,0.132,0.529,-0.465
2025-01-06,59.8,CONSTRUCTIVE,59.0,44.8,74.6,81.0,39.2,52.1,81.9,56.0,57.3,2.69,11.7,5.67,0.34,-1.452,-0.047,0.199
2025-01-07,49.2,CONSTRUCTIVE,48.0,90.8,10.4,81.0,32.8,47.3,14.3,58.0,30.6,0.18,5.1,5.67,0.37,0.032,0.902,0.818
2025-01-08,51.0,CONSTRUCTIVE,48.8,48.8,57.2,81.0,32.8,49.3,33.9,59.3,41.4,0.18,9.2,5.67,0.39,0.881,0.630,0.253
2025-01-10,35.4,DEFENSIVE,37.5,20.4,4.8,81.0,31.8,53.4,46.9,58.0,11.7,1.30,-10.3,5.67,0.37,0.953,1.592,-0.338
2025-01-13,46.5,DEFENSIVE,39.6,18.8,57.8,81.0,29.9,46.6,48.2,59.3,83.5,2.45,-22.5,5.67,0.39,-0.441,-0.988,0.129
2025-01-14,55.0,CONSTRUCTIVE,42.5,66.2,55.8,81.0,29.3,48.0,68.4,60.7,45.7,1.62,-4.8,5.67,0.41,-0.517,0.246,-0.342
2025-01-15,65.1,CONSTRUCTIVE,58.5,69.0,97.8,81.0,29.0,56.7,81.6,59.3,17.2,0.87,15.8,5.67,0.39,-0.237,-0.082,-0.011
2025-01-16,51.5,CONSTRUCTIVE,55.6,59.3,40.3,81.0,29.0,57.1,43.5,58.7,18.9,0.40,0.5,5.67,0.38,1.845,-0.374,1.071
2025-01-17,53.1,CONSTRUCTIVE,59.4,4.6,88.5,81.0,22.2,54.3,84.0,56.0,52.2,2.48,17.7,5.67,0.34,-1.610,-1.900,1.616
2025-01-21,66.1,CONSTRUCTIVE,64.8,92.7,82.7,81.0,17.3,53.2,62.9,52.0,39.0,0.25,19.6,5.67,0.28,0.800,1.128,-0.547
2025-01-22,50.5,CONSTRUCTIVE,64.6,22.3,74.5,81.0,16.6,59.8,31.7,54.0,37.2,1.05,-4.5,5.67,0.31,-0.843,-0.587,-0.720
2025-01-23,62.6,CONSTRUCTIVE,65.0,77.5,71.6,81.0,15.4,61.1,52.3,57.3,54.9,0.07,-2.4,5.67,0.36,-0.528,0.072,0.423
2025-01-24,55.7,CONSTRUCTIVE,66.0,68.5,37.8,81.0,16.2,62.7,56.5,57.3,35.0,-0.66,4.2,5.67,0.36,0.285,1.451,0.317
2025-01-27,42.2,DEFENSIVE,47.5,39.9,7.9,81.0,16.2,54.8,28.9,57.3,84.8,-0.43,-10.8,5.67,0.36,1.426,3.584,0.799
2025-01-28,48.3,DEFENSIVE,56.8,10.9,83.1,81.0,16.5,57.0,43.5,57.3,22.6,1.13,-17.8,5.67,0.36,-0.909,-1.656,-0.501
2025-01-29,55.6,CONSTRUCTIVE,55.8,78.7,31.0,81.0,15.3,59.0,70.3,56.0,47.6,-0.05,5.1,5.67,0.34,-0.186,-0.134,0.033
2025-01-30,55.8,CONSTRUCTIVE,60.2,56.9,71.1,81.0,15.2,59.2,59.0,56.0,9.7,-0.34,-6.8,5.67,0.34,0.842,0.351,0.203
2025-01-31,43.2,DEFENSIVE,56.6,22.5,30.1,81.0,14.5,58.0,30.4,57.3,60.5,0.68,-12.4,5.67,0.36,2.394,-1.118,-1.254
2025-02-03,33.8,DEFENSIVE,43.0,2.6,21.4,81.0,9.6,55.7,41.1,52.0,29.4,3.13,-8.4,5.67,0.28,-3.705,-2.688,-4.236
2025-02-04,59.8,CONSTRUCTIVE,51.8,99.5,76.5,81.0,3.6,59.4,21.4,54.0,31.6,-0.76,11.5,5.67,0.31,0.624,1.175,-0.723
2025-02-05,48.1,DEFENSIVE,60.6,29.7,65.5,81.0,3.8,55.2,38.4,50.7,33.6,-0.20,-7.5,5.67,0.26,0.299,0.167,-0.293
2025-02-06,52.5,CONSTRUCTIVE,62.2,39.9,65.1,81.0,4.1,56.0,49.8,49.3,64.3,-0.00,-3.3,5.67,0.24,-0.633,-0.147,-1.360
2025-02-07,47.3,DEFENSIVE,56.0,70.4,16.3,73.9,4.0,56.7,49.4,46.7,39.4,-0.61,4.1,5.17,0.20,0.768,-0.138,-0.296
2025-02-10,48.9,DEFENSIVE,60.4,25.9,74.7,73.9,4.5,61.9,58.5,48.7,13.3,0.07,15.1,5.17,0.23,0.118,-1.591,-0.579
2025-02-11,49.2,CONSTRUCTIVE,59.1,46.0,51.4,73.9,4.5,63.8,34.2,50.0,51.8,0.22,-10.6,5.17,0.25,-0.378,-1.875,-0.810
2025-02-12,53.1,CONSTRUCTIVE,59.9,62.8,39.0,73.9,4.7,62.9,69.9,50.7,53.5,-0.16,5.0,5.17,0.26,-0.016,-0.459,-0.739
2025-02-13,55.4,CONSTRUCTIVE,64.6,50.6,84.6,73.9,5.0,64.7,38.1,47.3,33.2,-0.19,2.9,5.17,0.21,-0.625,-1.214,-0.418
2025-02-14,58.3,CONSTRUCTIVE,66.4,71.0,49.7,73.9,4.9,64.6,59.0,47.3,86.2,-0.85,11.0,5.17,0.21,-0.698,-0.159,0.486
2025-02-18,54.1,CONSTRUCTIVE,63.1,73.0,60.0,73.9,4.9,64.8,29.9,50.7,12.1,-1.53,5.2,5.17,0.26,-0.172,1.029,2.235
2025-02-19,55.8,CONSTRUCTIVE,63.6,56.0,59.8,73.9,4.9,65.3,61.2,50.0,62.1,-1.76,6.5,5.17,0.25,1.060,1.086,1.446
2025-02-20,43.1,DEFENSIVE,61.3,18.1,32.7,73.9,5.8,63.2,67.7,48.0,30.4,-0.40,-10.1,5.17,0.22,-0.774,-0.282,-0.243
2025-02-21,44.0,DEFENSIVE,45.6,74.4,5.7,73.9,6.8,58.0,27.6,48.7,52.4,-1.23,-11.4,5.17,0.23,0.438,0.806,-0.079
2025-02-24,38.5,DEFENSIVE,40.9,35.1,31.5,73.9,7.1,61.2,10.2,51.3,39.3,-0.88,-19.9,5.17,0.27,0.482,0.646,-0.602
2025-02-25,40.4,DEFENSIVE,38.2,33.5,33.3,73.9,7.3,53.3,22.7,48.7,86.9,-0.37,-13.7,5.17,0.23,-0.115,1.194,-0.633
2025-02-26,43.6,DEFENSIVE,40.1,54.1,50.5,73.9,7.6,52.4,11.2,46.7,36.7,-0.50,-12.2,5.17,0.20,-0.307,0.357,-0.915
2025-02-27,41.9,DEFENSIVE,28.8,60.9,8.9,73.9,9.8,53.7,54.2,48.0,80.5,-1.08,-1.2,5.17,0.22,0.308,0.039,-1.081
2025-02-28,51.3,CONSTRUCTIVE,37.0,38.4,90.8,73.9,12.0,45.6,45.9,50.0,87.9,-0.42,7.3,5.17,0.25,0.278,-0.878,-1.832
2025-03-03,33.4,DEFENSIVE,21.1,39.7,7.3,73.9,13.5,44.5,70.4,46.7,9.8,0.31,-5.0,5.17,0.20,1.030,-1.239,-2.872
2025-03-04,30.7,RISK-OFF,18.2,17.1,15.0,73.9,15.0,41.4,63.2,50.7,31.7,2.67,-9.7,5.17,0.26,-0.942,-1.806,-3.718
2025-03-05,56.2,CONSTRUCTIVE,24.8,80.0,82.4,73.9,16.9,45.8,82.7,52.7,44.4,0.54,12.6,5.17,0.29,-0.622,-1.267,-3.051
2025-03-06,38.7,DEFENSIVE,13.7,71.4,7.8,73.9,19.8,41.3,42.7,55.3,48.7,-0.56,-3.1,5.17,0.33,-0.612,-1.119,-1.860
2025-03-07,50.6,CONSTRUCTIVE,18.7,70.3,67.9,73.9,46.9,45.7,18.3,55.3,62.5,-1.53,-0.7,5.17,0.33,-0.087,-0.962,-0.742
2025-03-10,33.8,DEFENSIVE,7.0,53.1,2.7,73.9,48.5,38.0,1.6,55.3,63.6,-1.74,0.3,5.17,0.33,0.450,-1.653,-0.247
2025-03-11,38.8,DEFENSIVE,8.7,34.7,26.8,73.9,48.2,36.0,91.5,56.0,27.7,-0.73,8.1,5.17,0.34,-0.398,-1.947,-1.540
2025-03-12,49.5,CONSTRUCTIVE,15.7,63.7,64.9,73.9,49.0,46.0,60.3,54.0,24.1,-1.43,-6.7,5.17,0.31,-0.473,-1.806,-1.176
2025-03-13,38.7,DEFENSIVE,14.3,66.1,13.6,73.9,50.4,44.0,21.0,55.3,12.4,-2.31,-0.0,5.17,0.33,-0.454,-0.750,0.410
2025-03-14,58.6,CONSTRUCTIVE,25.6,65.5,93.6,73.9,50.2,49.0,80.8,52.7,39.2,-3.02,8.0,5.17,0.29,-0.785,0.222,0.992
2025-03-17,55.6,CONSTRUCTIVE,32.0,74.5,67.8,73.9,49.2,50.2,51.2,50.0,44.1,-4.22,21.8,5.17,0.25,0.150,1.430,2.283
2025-03-18,40.1,DEFENSIVE,25.9,45.1,23.0,73.9,49.0,53.3,34.3,50.0,18.1,-3.75,1.3,5.17,0.25,-0.255,0.415,2.601
2025-03-19,58.2,CONSTRUCTIVE,35.4,58.2,76.0,73.9,49.7,58.4,88.5,50.7,49.1,-4.12,8.7,5.17,0.26,0.598,0.642,2.131
2025-03-20,43.5,DEFENSIVE,36.0,30.8,44.0,73.9,49.4,54.2,22.4,52.7,45.6,-2.61,4.8,5.17,0.29,0.521,1.168,1.174
2025-03-21,49.1,CONSTRUCTIVE,39.1,33.1,52.3,73.9,48.6,55.3,48.5,54.0,73.4,-1.47,-9.4,5.17,0.31,0.411,0.768,-0.970
2025-03-24,59.3,CONSTRUCTIVE,50.1,36.9,88.8,73.9,51.4,54.7,84.3,53.3,56.2,-0.68,3.7,5.17,0.30,-0.853,0.841,2.036
2025-03-25,58.7,CONSTRUCTIVE,52.2,76.9,54.6,73.9,51.1,56.3,49.7,56.7,36.3,-2.25,18.6,5.17,0.35,-0.029,2.177,3.287
